ID;Heures_depuis_dernière_maintenance;Maintenance_complète_année_précédente;Warning_depuis_dernière_maintenance;Heures_usage;Site_fabrication;Type_fréquence;Sensitivité;Type;Usage_critique;Type_avion;Incident
106033;48;No;No;4642;1;D;Low;Wet;No;Fighter type C;No
106034;46;No;;2834;2;A1;Normal;Normal;No;Helicopter;No
106035;29;No;Yes;2482;2;C;Low;Normal;No;;No
106036;51;No;No;3577;1;A1;Normal;Normal;Yes;Fighter type B;No
106037;72;No;Yes;1313;2;A1;Normal;Dry;No;Other;No
106038;44;Yes;No;2067;2;A1;Low;;No;Passengers SD;No
106039;80;Yes;Yes;1994;;C;Low;Normal;No;Fighter type C;No
106040;73;Yes;Yes;2336;1;A1;Low;Wet;No;Fighter type B;No
106041;47;Yes;Yes;3926;2;A1;Normal;Normal;Yes;Tanker;No
106042;27;Yes;Yes;1733;2;A2;Normal;;No;Passengers LD;No
106043;31;No;Yes;3031;2;C;Low;Dry;No;Unknown;No
106044;41;No;No;2047;2;C;Normal;Normal;No;Fighter type A;No
106045;;Yes;Yes;3063;2;D;Normal;Wet;Yes;Fighter type B;No
106046;39;Yes;No;1867;2;C;Normal;Wet;Yes;Fighter type B;No
106047;44;No;Yes;1719;1;D;Low;Wet;Yes;Fighter type A;No
106048;39;No;Yes;4365;2;B;Low;Normal;Yes;Helicopter;No
106049;70;Yes;Yes;2866;2;C;Low;Wet;Yes;Fighter type A;No
106050;76;No;No;2577;1;A2;Low;;No;Fighter type C;No
106051;60;No;No;2919;1;A2;Low;Dry;No;Passengers SD;No
106052;31;No;No;3184;1;A2;Low;Normal;Yes;Cargo;No
106053;22;No;Yes;2450;2;C;Low;Normal;No;Helicopter;Yes
106054;58;No;No;1895;2;C;Low;Dry;No;Fighter type C;No
106055;70;No;No;3164;2;C;Low;Wet;No;Fighter type C;No
106056;54;No;Yes;5028;2;D;Normal;Wet;No;Helicopter;No
106057;76;No;No;2895;2;A1;Low;Dry;No;Tanker;No
106058;44;No;No;1793;1;A1;Low;Normal;No;Other;No
106059;68;Yes;No;2170;2;C;Low;Dry;No;Other;No
106060;29;No;Yes;2440;2;C;Normal;Wet;No;Fighter type C;No
106061;56;Yes;No;2135;2;D;Normal;Normal;No;Passengers SD;No
106062;62;No;No;2792;2;A1;Low;Normal;No;Other;No
106063;63;No;Yes;3005;2;C;Normal;Wet;No;Passengers LD;No
106064;58;No;Yes;2087;1;C;Low;Normal;No;Fighter type C;No
106065;59;No;No;1788;2;D;Low;Normal;No;Unknown;No
106066;28;No;Yes;2210;1;A1;Normal;Normal;Yes;Other;No
106067;42;No;No;2288;1;A1;Normal;Wet;Yes;Passengers LD;No
106068;57;Yes;No;2013;1;C;Low;Dry;No;Helicopter;No
106069;50;No;No;4979;1;A2;Low;Dry;No;Fighter type A;No
106070;44;Yes;No;2887;2;C;Low;Dry;No;Unknown;No
106071;63;Yes;Yes;1440;1;C;Normal;Normal;No;Other;No
106072;40;Yes;Yes;1537;2;C;Low;Dry;Yes;Fighter type C;No
106073;45;No;No;2690;2;A1;Low;Normal;No;;No
106074;46;No;Yes;2119;2;A2;Low;Normal;No;Turboprop;No
106075;40;No;Yes;2245;2;C;Normal;Normal;No;Fighter type C;No
106076;;Yes;Yes;1930;2;C;Normal;Wet;No;Tanker;No
106077;25;No;Yes;2992;1;A1;Normal;Dry;No;Fighter type C;No
106078;72;Yes;No;2453;1;A2;Low;Normal;No;Other;Yes
106079;54;No;No;1550;2;A1;Normal;Wet;No;Passengers LD;No
106080;36;No;No;3413;1;D;Low;Dry;Yes;Passengers SD;No
106081;43;No;No;2333;1;C;Normal;Normal;No;Fighter type C;No
106082;61;No;No;2969;2;A2;Normal;Wet;Yes;Cargo;No
106083;21;No;Yes;3942;2;A1;Normal;Normal;No;Fighter type C;No
106084;65;No;Yes;2973;1;A1;Low;Dry;No;Fighter type A;No
106085;74;No;No;2441;1;D;Normal;Normal;No;Helicopter;Yes
106086;;No;No;2357;1;B;Normal;Wet;No;Fighter type A;Yes
106087;49;No;Yes;2084;1;D;Low;Normal;No;Other;No
106088;36;Yes;No;1285;1;A1;Low;Dry;No;Cargo;No
106089;54;Yes;No;2175;1;C;Low;Wet;Yes;Fighter type B;No
106090;46;No;No;4157;1;C;Low;Dry;Yes;Fighter type C;No
106091;28;No;No;2238;2;A2;Normal;Wet;Yes;Turboprop;No
106092;56;No;No;2520;2;D;Low;Wet;No;Unknown;No
106093;38;No;No;2213;1;A1;Low;Dry;No;Tanker;No
106094;53;No;Yes;2015;2;A1;Low;Wet;No;Tanker;No
106095;45;No;Yes;3666;2;A1;Normal;Dry;No;Fighter type C;No
106096;53;Yes;Yes;3376;1;A1;Low;Dry;Yes;Cargo;No
106097;56;Yes;No;2434;2;C;Low;Dry;No;Unknown;No
106098;30;No;No;4159;1;D;Low;Dry;No;Unknown;No
106099;47;No;No;4093;2;A1;Low;Normal;No;Fighter type B;No
106100;79;Yes;No;2695;2;A1;Low;Wet;No;Passengers LD;No
106101;56;No;No;4402;1;D;Low;Dry;No;Unknown;No
106102;49;No;Yes;2536;1;D;Low;Wet;No;Cargo;No
106103;51;Yes;No;5601;2;C;Low;Normal;No;Fighter type A;No
106104;51;Yes;No;2774;2;C;Low;Normal;No;Unknown;No
106105;47;No;Yes;2091;2;A1;Low;Dry;No;Cargo;No
106106;26;Yes;No;2023;1;D;Low;Wet;No;Other;No
106107;51;No;No;2190;1;C;Low;Normal;Yes;Cargo;No
106108;51;No;No;3844;1;A2;Normal;Normal;No;Unknown;No
106109;55;No;No;2660;1;A1;Normal;Wet;Yes;Fighter type C;No
106110;38;Yes;Yes;4742;2;A2;Low;Normal;No;Fighter type B;No
106111;44;No;No;2949;1;A1;Low;Dry;No;Passengers LD;No
106112;77;Yes;Yes;1479;2;C;Low;Wet;No;Turboprop;No
106113;59;No;No;2598;2;C;Normal;Normal;No;Passengers SD;No
106114;51;No;No;3378;2;C;Low;Dry;Yes;Fighter type A;No
106115;47;No;No;1625;2;A1;Low;Dry;No;Fighter type A;No
106116;71;No;No;3889;2;C;Low;Dry;No;Passengers LD;No
106117;43;No;No;3657;2;A1;Normal;Dry;No;Turboprop;No
106118;33;Yes;Yes;3864;1;D;Low;Dry;No;Fighter type B;No
106119;48;No;No;2198;1;C;Low;Dry;Yes;Cargo;No
106120;54;No;Yes;2231;1;;Normal;Wet;No;Fighter type C;No
106121;76;Yes;No;2387;1;D;Normal;Dry;No;Passengers SD;No
106122;62;Yes;No;1094;2;D;Low;Wet;No;Fighter type C;No
106123;64;Yes;Yes;1885;2;C;Low;Normal;Yes;Other;No
106124;71;Yes;;1444;2;A1;Low;Normal;No;Turboprop;No
106125;50;No;Yes;2323;1;C;Low;Wet;Yes;Helicopter;No
106126;41;Yes;No;2777;1;D;Low;Dry;Yes;Cargo;No
106127;52;No;No;2783;2;C;Low;Dry;No;Other;No
106128;61;No;No;1446;2;D;Normal;Normal;Yes;Cargo;No
106129;41;No;No;2290;1;A1;Low;Normal;No;Fighter type A;No
106130;63;No;No;2113;1;D;Low;Normal;No;Other;No
106131;;No;No;1829;2;A2;Normal;Wet;No;Unknown;No
106132;43;No;No;1700;2;A1;Normal;Normal;No;Passengers LD;No
106133;22;Yes;Yes;2643;1;D;Low;Normal;No;Fighter type C;No
106134;53;Yes;No;2799;1;D;Low;Wet;No;Tanker;No
106135;33;No;Yes;4816;2;A2;Low;Dry;Yes;Passengers LD;No
106136;62;No;No;1221;2;B;Low;Normal;No;Fighter type B;No
106137;41;No;No;1537;1;C;Normal;Dry;Yes;Helicopter;No
106138;48;No;No;2122;2;A2;Low;Dry;No;Passengers LD;No
106139;35;No;No;2942;2;A2;Low;Wet;Yes;Other;No
106140;54;No;No;2089;1;A2;Normal;Dry;Yes;Tanker;No
106141;41;No;Yes;1467;2;A2;Low;Wet;No;Unknown;No
106142;36;No;No;1872;2;A1;Low;Dry;Yes;Passengers LD;No
106143;51;No;No;2217;2;A2;Normal;Normal;No;Fighter type B;Yes
106144;69;No;Yes;4092;2;A1;Low;Normal;No;Cargo;No
106145;23;No;Yes;2521;2;A2;Normal;Normal;Yes;Helicopter;No
106146;45;Yes;Yes;2061;1;C;Normal;Normal;No;Other;No
106147;43;No;No;3512;1;B;Low;Normal;No;Fighter type A;No
106148;45;No;Yes;2555;2;A1;Low;Dry;No;Cargo;No
106149;58;Yes;Yes;1708;1;A2;Low;Normal;No;Fighter type C;No
106150;43;Yes;No;1683;;C;Low;Dry;Yes;Tanker;No
106151;44;No;No;2938;2;C;Low;Normal;No;Other;No
106152;28;Yes;Yes;2381;1;A2;Low;Dry;No;Helicopter;No
106153;;No;No;2611;1;B;Normal;Normal;Yes;;Yes
106154;42;No;Yes;3218;2;D;Low;Dry;No;Unknown;No
106155;50;No;No;2861;1;A2;Low;Dry;No;Other;No
106156;54;No;Yes;3696;1;C;Normal;Normal;Yes;Unknown;No
106157;33;No;Yes;2184;2;C;Low;Normal;No;;No
106158;41;No;Yes;2283;1;A1;Low;Wet;No;Fighter type C;No
106159;29;No;No;2538;2;A1;Low;Wet;Yes;Cargo;No
106160;;No;Yes;2285;2;A2;Low;Normal;No;Fighter type B;No
106161;37;Yes;Yes;1469;1;A2;Low;Normal;No;Tanker;No
106162;48;No;No;4706;2;D;Low;Wet;No;Passengers LD;No
106163;62;No;No;3614;1;C;Low;Dry;No;Tanker;No
106164;55;No;No;2182;1;C;Low;Normal;No;Fighter type B;No
106165;66;No;No;2356;2;B;Normal;Dry;No;Fighter type C;No
106166;54;No;No;1839;2;A1;Low;Normal;No;Passengers SD;No
106167;28;No;No;4462;1;C;Low;Wet;No;Passengers LD;No
106168;61;No;Yes;1663;2;A1;Low;Dry;No;Tanker;No
106169;47;No;No;5971;1;A1;Normal;Dry;Yes;Turboprop;No
106170;38;No;No;1355;1;D;Low;Wet;No;Helicopter;No
106171;71;No;Yes;1892;2;C;Normal;Wet;No;Turboprop;No
106172;69;No;Yes;2206;2;C;Low;Wet;Yes;Passengers LD;No
106173;34;Yes;No;5246;1;C;Low;Normal;No;Helicopter;No
106174;53;No;No;2271;1;D;Low;Wet;No;Other;No
106175;65;Yes;No;1491;1;C;Normal;Wet;No;Tanker;No
106176;38;No;No;1795;2;A2;Low;;No;Other;Yes
106177;36;No;No;4039;1;C;Low;Wet;Yes;Fighter type B;No
106178;50;No;No;1996;1;D;Low;Normal;Yes;Other;No
106179;;No;Yes;4637;2;A2;Low;Dry;No;Turboprop;No
106180;39;Yes;No;2923;1;C;Normal;Dry;No;Cargo;No
106181;29;;Yes;1826;1;A2;Low;Normal;No;Unknown;No
106182;35;Yes;No;2255;2;;Normal;Wet;No;Fighter type C;No
106183;57;Yes;No;1663;2;D;Low;Normal;No;Tanker;No
106184;30;Yes;Yes;2274;1;A2;Low;Dry;No;Passengers SD;No
106185;38;No;No;2599;1;C;Low;Wet;Yes;Fighter type C;No
106186;18;Yes;No;2879;1;A1;Normal;Wet;Yes;Fighter type B;No
106187;79;Yes;No;2298;1;C;Normal;Dry;Yes;Other;No
106188;39;;Yes;3259;2;C;Low;Normal;Yes;Fighter type C;No
106189;29;Yes;Yes;4058;1;A1;Low;Dry;Yes;Tanker;No
106190;44;No;No;3374;1;C;Low;Normal;No;Passengers LD;No
106191;33;No;Yes;2350;1;A2;Low;;No;Turboprop;No
106192;52;No;Yes;1842;2;D;Low;Dry;Yes;Fighter type C;No
106193;68;No;No;4975;1;A2;Low;;No;Helicopter;No
106194;63;No;No;2129;1;C;Normal;Wet;No;Fighter type A;No
106195;32;No;No;5012;1;C;Normal;Wet;No;Fighter type C;No
106196;70;No;No;2895;2;D;;Normal;No;Helicopter;No
106197;19;Yes;No;1973;1;B;Low;Wet;No;Tanker;No
106198;52;No;No;2018;1;A1;Normal;Dry;No;Tanker;No
106199;56;Yes;No;2106;1;A2;Normal;Wet;No;Unknown;No
106200;32;No;Yes;1430;2;D;Low;Wet;No;Cargo;No
106201;28;No;No;5013;2;A1;Low;Wet;No;Fighter type C;No
106202;48;No;No;4059;2;C;Low;Normal;;Other;No
106203;47;No;No;1661;2;A1;Low;Dry;No;Helicopter;No
106204;42;No;No;2024;1;A2;Low;Wet;No;Tanker;No
106205;22;No;No;2654;1;A1;Low;Dry;No;;No
106206;42;Yes;No;3186;1;C;Low;Normal;No;;No
106207;51;No;Yes;2085;1;A1;Low;Normal;Yes;Other;No
106208;61;Yes;No;1932;1;A2;Low;Wet;No;Other;No
106209;43;Yes;Yes;3565;1;D;Low;Wet;No;Cargo;No
106210;48;No;Yes;2516;1;C;Low;Dry;Yes;Fighter type C;No
106211;38;No;No;2223;1;A1;Normal;Wet;Yes;Fighter type A;No
106212;53;No;No;2691;2;A1;Normal;Wet;Yes;Fighter type B;No
106213;34;Yes;No;4232;2;C;Low;Wet;No;Passengers LD;No
106214;39;;Yes;2859;1;A2;Low;Normal;No;Fighter type C;No
106215;64;No;No;2341;1;B;Low;Dry;No;Fighter type C;No
106216;30;No;Yes;1700;2;C;Normal;Wet;Yes;Helicopter;No
106217;44;Yes;Yes;2271;2;D;Low;Wet;No;Helicopter;No
106218;42;No;No;1722;2;C;Normal;Normal;No;Other;No
106219;35;;Yes;3370;2;A2;Normal;Wet;No;Other;No
106220;33;No;No;2056;1;A1;Low;Normal;No;Tanker;No
106221;41;No;Yes;2319;2;C;Low;Wet;No;Helicopter;Yes
106222;66;No;No;2527;1;C;Normal;Wet;Yes;Other;No
106223;72;Yes;No;2233;2;C;Low;Normal;Yes;Cargo;No
106224;40;No;Yes;2021;2;C;Normal;Normal;No;Tanker;No
106225;22;No;No;3291;1;C;Low;Normal;No;Other;No
106226;45;No;Yes;5743;1;B;Low;Wet;Yes;Tanker;No
106227;59;Yes;No;2375;1;C;Low;Dry;No;Fighter type C;No
106228;34;Yes;Yes;2693;2;A1;Low;Normal;No;Helicopter;No
106229;33;No;Yes;3664;2;A1;Normal;Normal;No;Fighter type B;No
106230;32;No;No;2399;2;A1;Normal;Wet;Yes;;No
106231;37;No;Yes;1753;1;C;Low;Wet;No;Fighter type B;No
106232;26;No;Yes;2253;2;A1;Low;Normal;No;Fighter type A;No
106233;48;Yes;No;3072;1;C;Low;Dry;No;Unknown;No
106234;66;No;No;1764;2;A1;Low;Normal;No;Other;No
106235;60;Yes;Yes;2788;2;D;Normal;Normal;No;Fighter type C;No
106236;20;Yes;No;2258;2;D;Normal;Wet;No;Fighter type A;No
106237;56;Yes;No;3037;2;A2;Normal;Dry;No;Helicopter;No
106238;67;No;No;3116;2;A2;Low;Wet;No;Tanker;No
106239;22;No;No;2472;2;D;Low;Normal;No;Fighter type C;No
106240;48;No;No;2767;1;A1;Low;Wet;No;Fighter type C;No
106241;52;No;No;2959;2;C;Normal;Normal;No;Passengers LD;No
106242;70;No;No;3855;2;C;Normal;Normal;Yes;Helicopter;No
106243;35;No;No;2289;1;D;Low;Dry;No;Tanker;No
106244;36;No;Yes;2094;1;A1;Low;Wet;No;Cargo;No
106245;37;Yes;No;3808;2;C;Low;Wet;No;Helicopter;Yes
106246;31;No;No;2401;2;D;Low;Dry;No;Passengers SD;No
106247;38;Yes;Yes;1996;2;D;Low;Wet;No;Fighter type C;No
106248;35;No;Yes;2081;2;C;Normal;Wet;No;Turboprop;No
106249;64;Yes;No;1157;2;C;Normal;Dry;No;Fighter type C;No
106250;41;Yes;No;3684;2;A1;;Normal;Yes;Fighter type B;No
106251;51;No;Yes;1485;1;A2;Low;Normal;No;Passengers SD;No
106252;29;Yes;No;3750;1;D;Low;Dry;No;Unknown;No
106253;45;Yes;Yes;1313;2;C;Low;Dry;;Cargo;No
106254;47;No;Yes;2370;1;D;Low;Normal;No;Turboprop;No
106255;23;No;No;3285;2;;Normal;Wet;No;Other;No
106256;32;No;Yes;2896;1;A1;Low;Wet;No;Passengers LD;No
106257;59;No;No;3379;1;A2;Low;Normal;No;Cargo;No
106258;31;No;Yes;4521;2;A1;Low;Dry;No;Fighter type C;No
106259;73;No;No;2324;2;A1;Low;Normal;No;Fighter type A;No
106260;58;No;No;2160;2;A2;Low;Wet;No;Tanker;Yes
106261;68;No;No;1305;2;D;;Dry;No;Other;No
106262;46;Yes;No;3316;1;D;Low;Wet;No;Fighter type A;No
106263;55;No;No;2394;2;A1;Low;;Yes;Unknown;No
106264;72;No;Yes;2245;1;C;Low;Dry;Yes;Passengers SD;No
106265;76;No;No;1389;2;D;Low;Wet;No;Unknown;No
106266;38;No;Yes;1962;2;D;Normal;Normal;No;Tanker;No
106267;18;No;No;3041;2;A1;Normal;Wet;No;Tanker;No
106268;31;No;Yes;2927;1;A1;Normal;Wet;No;Fighter type C;No
106269;58;No;No;2661;1;C;Low;Dry;Yes;Helicopter;No
106270;78;No;No;2219;1;A2;Normal;Wet;Yes;Passengers LD;Yes
106271;59;No;Yes;2054;1;D;Low;Normal;No;Helicopter;No
106272;25;Yes;Yes;2635;2;D;Normal;Normal;No;Turboprop;No
106273;70;No;No;2326;1;C;Normal;Normal;Yes;Helicopter;No
106274;28;No;No;2776;2;A1;Low;Normal;Yes;Fighter type C;No
106275;53;No;No;1616;2;C;Normal;Wet;No;Fighter type C;No
106276;61;No;Yes;2467;2;;Normal;Normal;No;Turboprop;No
106277;57;Yes;No;2264;2;A2;Low;Normal;No;Turboprop;No
106278;41;Yes;No;2114;2;D;Low;Dry;No;Cargo;No
106279;52;Yes;Yes;3424;1;D;Low;Dry;No;Fighter type B;No
106280;48;No;No;1895;1;C;Low;Wet;Yes;Fighter type A;No
106281;69;No;No;3029;1;A1;Low;Dry;No;Fighter type C;No
106282;62;Yes;No;1662;1;A1;Normal;Normal;Yes;Helicopter;No
106283;47;No;No;2514;1;A1;Low;Normal;No;Cargo;No
106284;53;No;Yes;2999;1;;Low;Normal;Yes;Tanker;No
106285;63;Yes;Yes;2453;2;D;Normal;Normal;No;Other;No
106286;44;No;Yes;1744;2;C;Low;Wet;No;Fighter type C;No
106287;20;No;No;2380;2;D;Low;Dry;No;Passengers LD;No
106288;49;No;Yes;1729;2;A2;Normal;Wet;No;Passengers SD;No
106289;65;No;Yes;3395;2;A2;Low;Normal;No;Fighter type B;No
106290;24;No;No;1715;1;A1;;Dry;No;Passengers LD;No
106291;76;No;No;1443;2;A2;Low;Dry;No;Tanker;No
106292;85;No;No;2449;1;D;Low;Normal;No;Fighter type A;No
106293;35;Yes;No;2191;2;A1;Low;Normal;Yes;Fighter type C;No
106294;38;No;No;1899;2;A1;Low;Dry;Yes;Passengers SD;No
106295;57;No;Yes;2002;1;A2;Normal;Normal;No;Turboprop;No
106296;57;No;No;1701;1;A1;Low;Dry;No;Passengers SD;No
106297;39;No;Yes;2345;1;C;Low;Wet;No;Passengers LD;No
106298;71;Yes;Yes;2040;1;A1;Low;Normal;No;Cargo;No
106299;41;No;No;2781;1;D;Low;Dry;No;Fighter type C;No
106300;51;No;Yes;1681;2;A1;Normal;Dry;Yes;Other;No
106301;48;Yes;Yes;2284;2;A2;Low;Normal;Yes;Fighter type C;No
106302;;No;No;4909;1;A1;Normal;Dry;Yes;Tanker;No
106303;48;Yes;Yes;1914;1;A2;Low;Normal;Yes;Turboprop;No
106304;54;No;No;2351;2;C;Normal;Dry;No;Passengers SD;No
106305;;No;No;1363;1;A1;Low;Dry;Yes;Passengers LD;No
106306;36;No;Yes;3198;1;D;Low;Dry;No;Unknown;No
106307;38;Yes;No;1233;2;C;Normal;Dry;No;Passengers SD;No
106308;54;No;No;3050;2;C;Low;Dry;Yes;Cargo;No
106309;36;No;Yes;3126;1;A1;Low;Dry;No;Fighter type C;No
106310;34;No;No;2779;1;A1;Low;Wet;No;Fighter type A;No
106311;64;No;No;2670;;D;Low;Wet;No;Cargo;No
106312;35;No;No;1659;1;C;Low;Wet;Yes;Passengers SD;No
106313;59;No;Yes;3406;1;C;Low;Wet;No;Other;No
106314;61;No;No;2120;2;A1;Normal;Normal;No;Helicopter;No
106315;49;No;Yes;2864;2;C;Normal;Dry;No;Fighter type A;No
106316;81;No;No;2303;2;A1;Low;Normal;No;Fighter type B;No
106317;40;Yes;No;3909;2;C;Normal;Wet;No;Fighter type C;No
106318;56;No;No;2253;2;C;Low;Dry;Yes;Fighter type C;No
106319;65;No;No;3062;1;C;Low;Dry;No;Passengers LD;No
106320;19;No;No;3949;1;A1;Normal;Normal;Yes;Fighter type C;No
106321;45;No;No;2027;1;A1;Normal;Dry;No;Other;No
106322;90;Yes;No;2889;2;C;Low;Dry;No;Passengers LD;No
106323;37;Yes;No;3002;1;A2;Normal;Dry;No;Fighter type B;No
106324;79;;No;1498;2;C;Low;Dry;No;Cargo;No
106325;72;No;No;1243;1;A1;Low;Wet;Yes;Passengers LD;No
106326;85;Yes;No;4195;2;A2;Low;Normal;Yes;Fighter type C;No
106327;70;Yes;No;4258;2;D;Low;Normal;No;Fighter type C;No
106328;64;Yes;Yes;2630;1;C;Low;Dry;No;Fighter type A;No
106329;40;Yes;No;1169;1;A2;Low;Dry;Yes;Turboprop;Yes
106330;;No;Yes;1732;2;A1;Low;Wet;No;Passengers SD;No
106331;49;No;No;3894;2;C;Low;Normal;;Fighter type B;No
106332;;No;No;3012;2;D;Normal;Dry;No;Passengers SD;No
106333;65;No;No;1534;2;A1;Low;Normal;No;Passengers LD;No
106334;64;No;No;2212;2;A1;Low;Normal;No;Passengers LD;No
106335;51;Yes;No;2230;1;A1;Low;Wet;No;Fighter type C;No
106336;80;No;Yes;3202;2;B;Low;Dry;No;Turboprop;No
106337;67;Yes;No;1454;1;A1;Low;Wet;No;Passengers LD;No
106338;28;No;No;1786;2;A2;;Dry;Yes;Cargo;No
106339;45;No;;1760;2;D;Low;Dry;No;Fighter type C;No
106340;52;No;No;1025;2;C;Low;Dry;No;Other;No
106341;55;Yes;Yes;2731;1;A1;Low;Dry;No;Fighter type C;No
106342;55;Yes;No;2524;2;A2;Low;Wet;Yes;Tanker;No
106343;67;Yes;Yes;1447;1;A1;Low;Normal;No;Passengers LD;No
106344;29;No;No;1991;1;A1;Normal;Dry;Yes;Turboprop;Yes
106345;58;No;No;1524;1;A1;Low;Dry;No;Helicopter;No
106346;25;No;Yes;1785;;A1;Normal;Normal;No;Unknown;No
106347;75;Yes;Yes;2094;1;A1;Low;Wet;Yes;;No
106348;41;Yes;No;2876;2;A1;Low;Dry;Yes;Helicopter;No
106349;33;Yes;No;2343;1;C;Low;Normal;Yes;Tanker;No
106350;60;No;No;1510;2;C;Normal;Dry;No;Helicopter;No
106351;22;No;Yes;2576;2;D;Normal;Dry;No;Unknown;No
106352;53;No;Yes;2884;2;C;Low;Normal;No;Tanker;Yes
106353;57;No;Yes;2162;2;C;Low;Dry;No;Other;No
106354;63;No;No;1534;1;C;Low;Normal;No;Fighter type C;No
106355;57;No;Yes;1784;1;;Low;;Yes;Turboprop;No
106356;42;No;Yes;3809;1;A1;Low;Dry;Yes;Fighter type C;No
106357;30;No;No;2728;2;C;;Normal;No;Passengers LD;No
106358;66;No;Yes;2154;1;B;Normal;Dry;Yes;Fighter type C;No
106359;59;No;Yes;2180;2;A1;Low;Dry;No;Turboprop;No
106360;86;Yes;No;3749;2;A2;Low;Wet;No;Fighter type C;No
106361;21;Yes;No;4815;1;C;Low;Wet;Yes;Helicopter;No
106362;63;No;No;2891;2;A1;Low;Normal;No;Fighter type A;No
106363;27;Yes;No;2633;1;A1;Low;Wet;Yes;Helicopter;No
106364;81;Yes;No;2486;1;A2;Normal;Normal;Yes;Cargo;Yes
106365;69;Yes;No;1932;2;C;Low;Dry;Yes;Passengers SD;No
106366;40;Yes;No;2028;2;A1;Low;Wet;Yes;Helicopter;No
106367;50;No;No;2245;2;C;Normal;Wet;Yes;Cargo;No
106368;65;No;No;2550;2;D;Normal;Dry;No;Turboprop;No
106369;58;No;Yes;1736;1;D;Low;Wet;No;Unknown;No
106370;52;No;No;3799;2;A2;Normal;Wet;No;Tanker;No
106371;31;No;No;2515;1;C;Low;Dry;No;Unknown;No
106372;25;Yes;No;3606;2;D;Low;Normal;No;Fighter type C;No
106373;76;Yes;No;3077;2;D;Low;Dry;Yes;Cargo;No
106374;50;Yes;No;2793;2;C;Normal;Normal;No;Passengers LD;No
106375;47;Yes;Yes;2621;2;C;Low;Dry;No;Helicopter;No
106376;54;No;No;2061;2;A1;Normal;Wet;No;Fighter type C;No
106377;58;No;No;2969;2;A1;Normal;Wet;No;Tanker;Yes
106378;23;No;No;2674;2;B;;Dry;No;Helicopter;No
106379;45;Yes;Yes;3060;;A2;Low;Wet;No;Fighter type C;No
106380;49;No;Yes;2693;1;C;Low;Dry;No;Fighter type A;No
106381;26;No;Yes;1913;2;A2;Low;Normal;Yes;Other;Yes
106382;48;No;No;3188;2;A1;Normal;Normal;Yes;Other;No
106383;29;Yes;Yes;1946;1;A2;Low;Normal;No;Helicopter;No
106384;63;Yes;No;1459;1;C;Low;Normal;Yes;Helicopter;No
106385;30;No;No;4008;2;A1;Low;Wet;No;Fighter type B;No
106386;30;Yes;Yes;1640;1;D;Low;Normal;No;Fighter type B;No
106387;31;Yes;No;2943;2;C;Normal;Normal;No;Other;No
106388;60;Yes;No;3793;2;D;Normal;Normal;No;Fighter type C;No
106389;42;Yes;Yes;3431;1;B;;Wet;Yes;Helicopter;No
106390;58;No;No;1960;1;A1;Low;Normal;No;Fighter type B;No
106391;41;No;No;3169;2;A1;Low;Dry;No;Fighter type C;No
106392;23;No;No;2422;2;A1;Low;Dry;No;Cargo;No
106393;42;No;No;1637;2;C;Normal;Normal;No;Unknown;No
106394;46;No;No;3888;1;A1;Low;Wet;No;Fighter type B;No
106395;57;No;No;2279;2;C;Normal;Wet;No;Fighter type A;No
106396;56;Yes;No;1646;1;A2;Low;Normal;No;Unknown;No
106397;55;Yes;No;1514;1;A1;Low;Wet;No;Helicopter;No
106398;41;No;Yes;2614;1;D;Normal;Dry;No;Other;No
106399;74;Yes;No;3562;1;A1;Low;Dry;Yes;Passengers SD;No
106400;59;Yes;No;2317;2;D;Low;Wet;No;Tanker;No
106401;59;Yes;Yes;4316;2;A2;Normal;Wet;Yes;Fighter type C;No
106402;37;Yes;No;3031;2;D;Normal;Normal;No;Other;No
106403;58;No;No;3236;2;D;Normal;Dry;Yes;;No
106404;69;No;No;2242;2;A2;Low;Dry;No;Tanker;Yes
106405;62;No;No;1826;2;D;Low;Dry;No;Turboprop;No
106406;30;Yes;No;2838;2;A2;Normal;Wet;Yes;Fighter type C;No
106407;39;No;No;2285;1;D;Low;Wet;No;Fighter type C;No
106408;41;No;Yes;2250;1;D;Low;Wet;No;Fighter type C;No
106409;81;No;Yes;3721;1;C;Low;Normal;No;Turboprop;No
106410;41;Yes;No;4429;1;C;Normal;Normal;No;Passengers SD;No
106411;67;No;No;1845;2;A1;Normal;Wet;No;Fighter type B;No
106412;26;Yes;Yes;4977;2;A1;Normal;Dry;No;Cargo;No
106413;49;Yes;Yes;3201;1;C;Normal;Dry;Yes;Fighter type C;No
106414;30;No;Yes;1773;1;D;Normal;Dry;Yes;Unknown;No
106415;59;No;Yes;2853;1;C;Low;Wet;No;Turboprop;Yes
106416;30;No;No;1862;1;C;Low;Normal;No;Turboprop;No
106417;20;Yes;No;3799;1;A1;Low;Wet;No;Fighter type C;No
106418;58;No;Yes;2886;1;A1;Normal;;No;Fighter type C;No
106419;55;No;Yes;2237;2;C;Low;Dry;No;Unknown;No
106420;36;No;No;4662;1;B;Normal;Wet;No;Unknown;No
106421;67;Yes;No;1723;1;A2;Low;Wet;No;Fighter type A;No
106422;54;Yes;Yes;2839;1;A1;Low;Dry;No;Fighter type C;No
106423;62;No;No;2072;2;C;Low;Normal;No;Tanker;Yes
106424;50;Yes;No;1304;2;C;Low;Normal;No;Other;No
106425;35;No;;2138;2;A2;Low;Wet;No;Tanker;No
