Code Client;Marque;Usage;CSP;Puissance;Valeur;Zone_tarif;Statut Marital;Permis;Garage;Age;Ancienneté;Ancienneté Contrat;Prime;Type Assurance;Fraude
1548972;Volkswagen;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;7;3;Célibataire;1995;Non;35,00;8,00;17,00;870,79;Tous risques;Non
1549159;Citroën;Privé & trajet travail;Employés (E);2;1;7;Marié;1982;Oui;50,00;14,00;5,00;804,17;Tiers;Non
1565331;Citroën;Privé & Professionnel;Ouvriers (O);11;16;3;Inconnu;1984;Oui;48,00;7,00;12,00;2027,42;Tiers;Non
1565468;Citroën;Privé;Professions intermédiaires (PI);1;2;5;Marié;1986;Oui;68,00;32,00;5,00;202,30;Tous risques;Non
1549655;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);2;3;3;Inconnu;1990;Non;48,00;9,00;13,00;477,32;Tous risques;Non
1550129;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;6;4;Inconnu;1971;Non;60,00;23,00;14,00;388,29;Tous risques sérénité;Non
1550149;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;7;5;Marié;2005;Oui;31,00;14,00;5,00;823,99;Tous risques;Oui
1550150;Nissan;Privé;Cadres et professions intellectuelles supérieures (CPIS);11;17;7;Marié;1983;Oui;48,00;9,00;7,00;1667,33;Tous risques;Non
1550749;Saab;Privé & trajet travail;Employés (E);4;5;3;Inconnu;1960;Non;76,00;13,00;14,00;527,02;Tiers;Non
1550752;Ford;Privé & trajet travail;Autres personnes sans activité professionnelle (APSAP);6;7;5;Marié;2007;Non;51,00;4,00;4,00;3334,36;Tiers;Oui
1552143;Ford;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);9;12;3;Marié;1987;Oui;43,00;4,00;11,00;2485,99;Tiers;Non
1553421;Smart;Privé & Professionnel;Agriculteurs exploitants (AE);5;6;2;Marié;1985;Oui;46,00;4,00;7,00;636,47;Tous risques;Non
1554512;Citroën;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);7;11;4;Célibataire;2003;Non;34,00;15,00;4,00;502,01;Tous risques;Oui
1554518;Volvo;Privé & trajet travail;Employés (E);8;8;4;Inconnu;1990;Oui;40,00;7,00;6,00;1237,73;Tous risques;Oui
1555432;Renault;Privé & Professionnel;Agriculteurs exploitants (AE);5;6;3;Marié;1998;Oui;32,00;21,00;4,00;200,78;Tous risques;Oui
1557116;Volkswagen;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;8;7;Marié;1988;Oui;49,00;7,00;6,00;1023,24;Tiers;Non
1557124;Renault;Privé & trajet travail;Employés (E);8;6;8;Marié;1977;Oui;52,00;6,00;5,00;991,83;Tous risques;Non
1557785;Peugeot;Privé;Cadres et professions intellectuelles supérieures (CPIS);7;6;8;Marié;1992;Non;43,00;9,00;5,00;1531,20;Tous risques;Oui
1558329;Renault;Privé & Professionnel;Ouvriers (O);9;9;3;Marié;1990;Non;40,00;7,00;11,00;1100,07;Tous risques;Non
1558638;Peugeot;Privé & Professionnel;Agriculteurs exploitants (AE);6;6;5;Inconnu;;Oui;;5,00;4,00;965,31;Tiers;Non
1559364;Fiat;Privé;Retraités  (R);4;4;3;Marié;1963;Non;73,00;15,00;9,00;349,26;Tous risques;Non
1560600;Peugeot;Privé & trajet travail;Employés (E);8;7;4;Marié;1966;Non;66,00;7,00;11,00;976,44;Tous risques;Non
1561906;BMW;Privé & trajet travail;Employés (E);4;4;5;Marié;1995;Non;37,00;17,00;8,00;301,54;Tous risques;Non
1562813;Renault;Privé;Professions intermédiaires (PI);4;2;5;Célibataire;2002;Non;28,00;10,00;10,00;1229,65;Tous risques sérénité;Oui
1558824;Fiat;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;12;4;Célibataire;2003;Non;27,00;17,00;7,00;560,25;Tous risques;Oui
1559355;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;9;3;Célibataire;1990;Oui;41,00;14,00;5,00;299,41;Tiers;Non
1559477;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;4;2;Célibataire;1985;Oui;45,00;4,00;17,00;761,33;Tous risques;Non
1559841;Saab;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;4;7;Célibataire;1999;Non;32,00;13,00;4,00;2518,61;Tous risques sérénité;Oui
1560375;Chrysler;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);11;18;4;Marié;1996;Oui;34,00;12,00;4,00;2509,31;Tous risques sérénité;Non
1560956;Peugeot;Privé & trajet travail;Autres personnes sans activité professionnelle (APSAP);4;2;4;Célibataire;2004;Non;25,00;16,00;6,00;1254,05;Tous risques;Oui
1561950;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);3;3;3;Marié;1998;Oui;33,00;18,00;5,00;286,15;Tous risques;Oui
1563510;Toyota;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);11;16;5;Marié;1986;Non;46,00;6,00;11,00;2573,95;Tous risques;Non
1563991;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;6;3;Marié;1991;Non;41,00;4,00;8,00;653,09;Tous risques sérénité;Non
1564216;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;4;3;Marié;1981;Non;58,00;5,00;12,00;457,19;Tous risques;Non
1564320;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;10;3;Célibataire;2006;Non;24,00;14,00;5,00;834,35;Tous risques sérénité;Oui
1565927;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;2;5;Marié;1990;Non;43,00;7,00;8,00;475,49;Tous risques sérénité;Non
1566701;Fiat;Privé;Cadres et professions intellectuelles supérieures (CPIS);4;4;7;Marié;1996;Non;34,00;11,00;5,00;572,75;Tous risques sérénité;Oui
1567166;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;5;2;Marié;2002;Oui;29,00;11,00;6,00;979,33;Tiers;Non
1567249;Peugeot;Privé & trajet travail;Employés (E);4;2;5;Célibataire;1995;Non;36,00;6,00;7,00;654,01;Tous risques;Non
1567587;Citroën;Privé;Professions intermédiaires (PI);4;2;3;Marié;1965;Oui;65,00;9,00;5,00;201,99;Tiers;Non
1567600;Volvo;Privé & Professionnel;Agriculteurs exploitants (AE);10;12;5;Marié;1985;Oui;45,00;6,00;6,00;1051,75;Tous risques sérénité;Non
1660486;Peugeot;Privé;Professions intermédiaires (PI);3;4;3;Marié;1962;Non;75,00;16,00;26,00;366,64;Tous risques;Non
1568746;Citroën;Privé;Cadres et professions intellectuelles supérieures (CPIS);6;6;5;Marié;1993;Non;38,00;27,00;6,00;362,68;Tous risques;Non
1569158;Renault;Privé & Professionnel;Ouvriers (O);2;3;3;Marié;1977;Oui;61,00;12,00;4,00;218,31;Tous risques;Non
1569262;Fiat;Privé;Retraités  (R);5;4;3;Marié;1971;Oui;67,00;10,00;12,00;353,38;Tous risques;Non
1569389;Renault;Privé & trajet travail;Employés (E);2;3;6;Marié;1994;Non;42,00;26,00;8,00;297,73;Tous risques sérénité;Oui
1571098;Toyota;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);11;15;3;Marié;1986;Oui;47,00;13,00;6,00;1871,62;Tiers;Non
1572297;Toyota;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);10;15;5;Marié;1983;Oui;47,00;4,00;8,00;1852,41;Tous risques;Oui
1572342;Volkswagen;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;4;5;Célibataire;2003;Non;45,00;9,00;9,00;590,28;Tous risques sérénité;Oui
1572565;Renault;Privé;Cadres et professions intellectuelles supérieures (CPIS);5;6;5;Célibataire;2004;Non;29,00;19,00;5,00;1195,05;Tous risques;Oui
1572578;Renault;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);7;8;9;Inconnu;;Oui;;10,00;5,00;1643,25;Tous risques;Non
1573341;Renault;Privé & trajet travail;Employés (E);4;2;4;Marié;1996;Non;68,00;7,00;7,00;470,92;Tous risques sérénité;Non
1573607;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;7;5;Marié;1988;Non;42,00;18,00;17,00;408,87;Tous risques;Non
1574562;Renault;Privé & trajet travail;Autres personnes sans activité professionnelle (APSAP);5;5;7;Célibataire;2004;Non;27,00;13,00;5,00;956,92;Tous risques;Oui
1575139;Citroën;Privé & Professionnel;Ouvriers (O);6;5;5;Divorcé;1973;Non;56,00;7,00;4,00;694,10;Tous risques sérénité;Non
1575320;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);11;16;6;Marié;1990;Oui;69,00;5,00;5,00;4469,81;Tous risques;Non
1575541;Renault;Privé & trajet travail;Autres personnes sans activité professionnelle (APSAP);4;3;3;Célibataire;2001;Oui;29,00;11,00;11,00;1249,47;Tiers;Oui
1576370;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);2;3;3;Marié;1996;Non;37,00;19,00;4,00;189,49;Tiers;Non
1577190;Fiat;Privé & Professionnel;Employés (E);8;11;2;Inconnu;1998;Non;32,00;5,00;4,00;1374,63;Tous risques;Non
1577194;Citroën;Privé & Professionnel;Professions intermédiaires (PI);10;15;7;Marié;1983;Non;49,00;5,00;5,00;0,00;Tous risques;Non
1577333;Renault;Privé;Professions intermédiaires (PI);2;3;3;Marié;1964;Non;77,00;5,00;16,00;369,38;Tous risques;Non
1577609;Volkswagen;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;7;3;Marié;1977;Oui;62,00;6,00;6,00;1222,34;Tous risques;Oui
1577635;Renault;Privé & trajet travail;Professions intermédiaires (PI);2;3;3;Célibataire;1981;Non;66,00;11,00;12,00;430,21;Tous risques sérénité;Non
1577759;Citroën;Privé;Professions intermédiaires (PI);5;4;5;Célibataire;2002;Non;29,00;7,00;6,00;1476,47;Tiers;Oui
1578133;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;5;3;Marié;1976;Oui;55,00;16,00;5,00;276,54;Tous risques;Non
1578452;Mercedes-Benz;Privé;Cadres et professions intellectuelles supérieures (CPIS);3;3;3;Marié;1976;Oui;61,00;9,00;5,00;288,13;Tiers;Non
1579075;Smart;Privé;Cadres et professions intellectuelles supérieures (CPIS);10;16;8;Célibataire;1988;Oui;43,00;6,00;6,00;1667,33;Tous risques;Non
1580041;Fiat;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;9;8;Marié;1984;Oui;51,00;10,00;5,00;1270,05;Tous risques;Non
1580259;Saab;Privé;Cadres et professions intellectuelles supérieures (CPIS);6;7;5;Célibataire;1975;Non;70,00;17,00;13,00;514,21;Tous risques;Non
1580299;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;6;4;Marié;1983;Oui;67,00;5,00;13,00;799,14;Tous risques sérénité;Non
1580314;Citroën;Privé & trajet travail;Employés (E);4;3;2;Marié;1966;Oui;72,00;14,00;12,00;287,21;Tous risques sérénité;Non
1580706;Volkswagen;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;9;3;Marié;1988;Non;45,00;5,00;15,00;888,47;Tous risques;Non
1580892;Renault;Privé & trajet travail;Artisans, commerçants et chefs d’entreprise (ACCE);4;2;4;Marié;1989;Non;41,00;8,00;7,00;551,26;Tous risques;Non
1581081;Saab;Privé;Retraités  (R);7;5;7;Marié;1967;Non;71,00;5,00;13,00;834,96;Tiers;Non
1581239;Mercedes-Benz;Privé;Cadres et professions intellectuelles supérieures (CPIS);5;5;3;Célibataire;2003;Oui;28,00;7,00;6,00;1499,49;Tiers;Non
1581418;Renault;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);4;2;5;Marié;1995;Oui;36,00;6,00;13,00;1039,55;Tous risques sérénité;Non
1581853;Peugeot;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);6;4;3;Inconnu;1970;Non;75,00;7,00;14,00;647,60;Tous risques;Non
1582562;Peugeot;Privé;Retraités  (R);4;2;7;Inconnu;1977;Oui;73,00;10,00;13,00;853,87;Tous risques sérénité;Oui
1586385;Peugeot;Privé;Professions intermédiaires (PI);6;8;3;Marié;1990;Non;56,00;14,00;11,00;477,32;Tiers;Non
1586901;Peugeot;Privé & trajet travail;Employés (E);5;5;3;Célibataire;2008;Oui;23,00;12,00;4,00;734,04;Tiers;Oui
1582279;Renault;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);9;10;;Inconnu;;Non;;4,00;4,00;2522,73;Tiers;Non
1582579;Citroën;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);3;4;5;Marié;1976;Non;59,00;5,00;29,00;541,96;Tous risques;Non
1584067;Peugeot;Privé;Cadres et professions intellectuelles supérieures (CPIS);8;7;7;Marié;1969;Oui;62,00;9,00;5,00;935,43;Tous risques;Non
1585910;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;7;7;Marié;1995;Non;59,00;19,00;11,00;759,65;Tous risques sérénité;Oui
1586033;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;7;4;Marié;1993;Non;43,00;11,00;13,00;388,59;Tous risques sérénité;Non
1586181;Mercedes-Benz;Privé & Professionnel;Agriculteurs exploitants (AE);5;5;3;Divorcé;1985;Non;45,00;12,00;6,00;242,70;Tous risques;Non
1587173;Renault;Privé;Retraités  (R);8;8;6;Marié;1981;Non;77,00;5,00;35,00;1355,12;Tous risques;Non
1587292;Peugeot;Privé & Professionnel;Employés (E);9;8;7;Marié;1990;Non;43,00;13,00;7,00;1270,66;Tiers;Non
1587501;Renault;Privé & trajet travail;Professions intermédiaires (PI);4;2;6;Marié;1975;Non;55,00;9,00;5,00;567,26;Tous risques sérénité;Non
1588666;Smart;Privé;Employés (E);10;14;5;Marié;1972;Oui;58,00;11,00;6,00;1453,75;Tous risques;Non
1589348;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);3;5;3;Célibataire;1995;Non;38,00;11,00;12,00;684,80;Tous risques sérénité;Non
1589365;Citroën;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);9;10;3;Marié;1981;Oui;52,00;13,00;10,00;749,44;Tous risques sérénité;Non
1590704;Peugeot;Privé & Professionnel;Ouvriers (O);6;5;8;Inconnu;1996;Oui;35,00;10,00;6,00;1197,94;Tous risques;Oui
1590735;Audi;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);11;13;2;Marié;2000;Non;31,00;9,00;4,00;1062,57;Tous risques;Oui
1590890;Citroën;Privé & trajet travail;Employés (E);9;10;2;Marié;1974;Oui;57,00;8,00;6,00;627,18;Tous risques;Non
1591942;Renault;Privé;Professions intermédiaires (PI);2;3;2;Marié;1970;Non;72,00;22,00;14,00;267,70;Tous risques;Non
1592128;Renault;Privé;Professions intermédiaires (PI);6;6;3;Marié;1948;Non;89,00;14,00;36,00;445,00;Tiers;Non
1614942;Ford;Privé & trajet travail;Employés (E);4;4;3;Marié;1993;Non;42,00;13,00;7,00;179,28;Tiers;Non
1616062;Renault;Privé & Professionnel;Agriculteurs exploitants (AE);9;12;2;Marié;1983;Oui;48,00;9,00;13,00;765,75;Tiers;Non
1617805;Mazda;Privé;Cadres et professions intellectuelles supérieures (CPIS);3;4;3;Inconnu;1996;Oui;35,00;11,00;5,00;286,15;Tiers;Non
1592160;Ford;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;8;2;Célibataire;1994;Non;40,00;13,00;5,00;638,00;Tous risques;Non
1594043;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);9;10;3;Inconnu;1986;Oui;45,00;4,00;13,00;1032,54;Tous risques sérénité;Non
1594323;Honda;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);8;12;2;Marié;1967;Non;63,00;4,00;5,00;1243,83;Tous risques sérénité;Non
1594324;Citroën;Privé;Retraités  (R);2;2;7;Inconnu;1959;Non;72,00;28,00;17,00;148,49;Tiers;Non
1594729;Saab;Privé & trajet travail;Professions intermédiaires (PI);7;6;2;Célibataire;2005;Non;25,00;11,00;11,00;861,49;Tous risques;Non
1594853;Citroën;Privé;Cadres et professions intellectuelles supérieures (CPIS);8;11;4;Célibataire;1992;Non;38,00;11,00;12,00;1269,44;Tous risques;Non
1595402;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);3;5;5;Marié;1984;Oui;47,00;15,00;17,00;314,35;Tous risques;Non
1597051;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);10;9;4;Marié;2001;Oui;30,00;11,00;7,00;3157,83;Tous risques;Oui
1597377;Chrysler;Privé & Professionnel;Ouvriers (O);9;12;10;Marié;1986;Oui;45,00;5,00;10,00;1766,88;Tous risques;Non
1598956;Renault;Privé & trajet travail;Employés (E);6;5;5;Marié;1996;Oui;54,00;15,00;9,00;862,10;Tous risques sérénité;Non
1600145;Renault;Privé & trajet travail;Employés (E);7;7;3;Marié;1976;Non;57,00;6,00;31,00;910,88;Tous risques;Non
1600579;Toyota;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);9;14;3;Marié;1981;Non;55,00;10,00;12,00;1670,84;Tous risques;Non
1600913;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);3;4;;Marié;1984;Oui;50,00;11,00;4,00;377,16;Tous risques;Non
1601240;Ford;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);6;7;3;Inconnu;;Oui;;5,00;6,00;1231,94;Tous risques;Non
1601818;Renault;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);4;3;3;Marié;1982;Oui;51,00;11,00;4,00;412,37;Tiers;Non
1602353;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;7;4;Célibataire;1989;Non;42,00;15,00;7,00;455,82;Tous risques;Oui
1602443;Renault;Privé;Retraités  (R);5;6;5;Marié;1971;Non;67,00;15,00;39,00;492,11;Tous risques;Non
1603264;Renault;Privé & trajet travail;Ouvriers (O);10;11;7;Marié;1996;Non;50,00;12,00;5,00;2123,77;Tous risques;Oui
1603415;Renault;Privé & Professionnel;Agriculteurs exploitants (AE);3;4;3;Marié;1992;Oui;74,00;21,00;7,00;217,70;Tous risques;Non
1604934;Chrysler;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);6;6;2;Marié;1975;Non;86,00;18,00;28,00;593,18;Tous risques;Non
1605020;Renault;Privé & trajet travail;Employés (E);2;3;2;Marié;1977;Non;69,00;14,00;16,00;238,58;Tous risques;Non
1605049;Chrysler;Privé;Retraités  (R);11;18;10;Marié;1955;Oui;73,00;5,00;8,00;2423,18;Tiers;Non
1606323;Lancia;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);9;12;3;Célibataire;2000;Oui;30,00;14,00;11,00;667,12;Tous risques;Non
1607157;Renault;Privé;Professions intermédiaires (PI);9;10;9;Marié;1979;Oui;64,00;5,00;5,00;883,90;Tiers;Non
1607483;Peugeot;Privé & Professionnel;Agriculteurs exploitants (AE);8;7;3;Marié;1991;Oui;75,00;8,00;7,00;598,97;Tous risques;Non
1607819;Peugeot;Privé;Cadres et professions intellectuelles supérieures (CPIS);7;8;3;Marié;1980;Non;51,00;17,00;11,00;757,82;Tous risques sérénité;Non
1608796;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;6;3;Marié;1989;Oui;47,00;12,00;6,00;984,82;Tous risques sérénité;Non
1609025;Ford;Privé;Cadres et professions intellectuelles supérieures (CPIS);9;9;7;Marié;1982;Oui;57,00;9,00;11,00;861,79;Tous risques;Non
1609539;Saab;Privé;Retraités  (R);4;4;3;Célibataire;1964;Oui;73,00;6,00;40,00;513,91;Tous risques sérénité;Non
1609929;Saab;Privé & Professionnel;Autres personnes sans activité professionnelle (APSAP);4;;2;Inconnu;1978;Non;73,00;16,00;17,00;658,58;Tous risques;Non
1609989;Renault;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);6;5;8;Marié;1997;Oui;34,00;4,00;5,00;1426,31;Tiers;Non
1610088;Fiat;Privé;Professions intermédiaires (PI);5;7;4;Marié;1974;Non;65,00;10,00;26,00;818,35;Tous risques;Non
1610194;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);9;12;;Marié;2001;Non;30,00;15,00;4,00;662,39;Tous risques sérénité;Non
1610475;Renault;Privé & Professionnel;Ouvriers (O);7;9;3;Marié;1974;Non;59,00;7,00;15,00;1196,72;Tous risques sérénité;Non
1610856;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;3;3;Marié;1992;Non;56,00;11,00;11,00;635,56;Tous risques sérénité;Non
1613166;Citroën;Privé;Professions intermédiaires (PI);9;10;2;Marié;1967;Oui;64,00;19,00;9,00;411,46;Tous risques;Non
1613253;Renault;Privé & trajet travail;Employés (E);4;3;4;Inconnu;1980;Oui;52,00;10,00;14,00;447,90;Tiers;Non
1614034;Citroën;Privé & trajet travail;Employés (E);7;5;3;Célibataire;2000;Oui;31,00;11,00;7,00;1327,37;Tous risques;Non
1614490;Peugeot;Privé;Professions intermédiaires (PI);6;5;6;Marié;1984;Non;55,00;4,00;6,00;583,57;Tous risques;Non
1611474;Renault;Privé;Cadres et professions intellectuelles supérieures (CPIS);3;4;3;Célibataire;2008;Oui;25,00;20,00;4,00;645,16;Tiers;Non
1611861;Renault;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);5;6;4;Inconnu;1979;Non;51,00;21,00;5,00;227,61;Tous risques;Non
1612179;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);10;9;2;Marié;1992;Oui;39,00;10,00;10,00;808,44;Tous risques;Non
1612543;Peugeot;Privé & Professionnel;Professions intermédiaires (PI);6;10;7;Inconnu;1978;Non;;22,00;10,00;678,40;Tous risques sérénité;Non
1613410;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;3;2;Marié;1981;Oui;60,00;6,00;7,00;509,03;Tous risques;Non
1613746;Renault;Privé & Professionnel;Agriculteurs exploitants (AE);8;8;1;Marié;1978;Oui;60,00;8,00;6,00;594,25;Tous risques sérénité;Non
1614129;Citroën;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);5;5;2;Inconnu;;Oui;;8,00;5,00;884,81;Tous risques sérénité;Non
1614359;Citroën;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);4;3;2;Marié;2001;Oui;30,00;4,00;4,00;1123,70;Tous risques;Oui
1614514;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);10;10;2;Inconnu;2002;Oui;28,00;10,00;5,00;1604,83;Tiers;Non
1616173;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;6;2;Inconnu;1989;Oui;41,00;13,00;16,00;769,56;Tous risques;Non
1617356;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;7;7;Marié;1991;Oui;69,00;6,00;5,00;1510,77;Tous risques sérénité;Non
1618078;Renault;Privé & Professionnel;Professions intermédiaires (PI);4;4;2;Marié;1990;Non;42,00;15,00;22,00;254,59;Tous risques;Non
1618138;Renault;Privé;Employés (E);6;6;7;Marié;1992;Non;55,00;23,00;11,00;713,92;Tous risques sérénité;Non
1620174;Renault;Privé;Cadres et professions intellectuelles supérieures (CPIS);5;5;10;Marié;1984;Non;59,00;15,00;6,00;416,80;Tous risques;Non
1620337;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;4;3;Marié;1974;Oui;57,00;11,00;6,00;690,90;Tous risques sérénité;Non
1620771;Ford;Privé & Professionnel;Agriculteurs exploitants (AE);6;7;2;Marié;1979;Oui;55,00;5,00;16,00;527,63;Tous risques;Non
1620794;Renault;Privé;Professions intermédiaires (PI);9;9;3;Marié;1995;Non;36,00;10,00;7,00;2422,87;Tiers;Non
1621009;Renault;Privé;Professions intermédiaires (PI);6;8;8;Marié;1983;Non;48,00;14,00;5,00;1178,13;Tiers;Oui
1658587;Volkswagen;Privé & trajet travail;Ouvriers (O);3;3;3;Marié;1991;Non;39,00;6,00;6,00;342,86;Tiers;Non
1621600;Renault;Privé;Cadres et professions intellectuelles supérieures (CPIS);4;3;8;Célibataire;1999;Non;33,00;13,00;5,00;1313,20;Tiers;Oui
1621706;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);9;10;5;Inconnu;1994;Oui;38,00;10,00;7,00;1286,97;Tous risques;Non
1622520;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);3;3;3;Marié;1985;Non;48,00;23,00;8,00;260,99;Tous risques sérénité;Non
1623664;Renault;Privé;Cadres et professions intellectuelles supérieures (CPIS);4;3;2;Inconnu;1990;Non;52,00;6,00;13,00;523,05;Tous risques;Oui
1623687;Renault;Privé & Professionnel;Agriculteurs exploitants (AE);8;10;2;Marié;1956;Non;76,00;20,00;26,00;588,15;Tous risques sérénité;Non
1623766;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;5;2;Célibataire;1996;Non;35,00;18,00;14,00;410,39;Tous risques;Non
1624011;Peugeot;Privé;Employés (E);6;6;2;Marié;1999;Non;31,00;12,00;10,00;1352,22;Tous risques sérénité;Non
1624286;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;3;5;Inconnu;1981;Oui;53,00;11,00;17,00;460,09;Tous risques;Non
1625009;Kia;Privé & Professionnel;Professions intermédiaires (PI);9;10;4;Marié;1979;Non;80,00;7,00;7,00;2548,64;Tous risques;Oui
1625110;Renault;Privé & trajet travail;Employés (E);4;3;5;Inconnu;1986;Oui;45,00;9,00;13,00;450,79;Tous risques;Non
1625579;Ford;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;10;4;Marié;2001;Non;39,00;10,00;11,00;1780,91;Tous risques;Non
1625618;Peugeot;Privé & Professionnel;Agriculteurs exploitants (AE);6;5;5;Marié;1996;Oui;50,00;16,00;5,00;896,71;Tous risques sérénité;Non
1627523;Peugeot;Privé;Retraités  (R);7;6;3;Marié;1971;Oui;62,00;9,00;4,00;562,84;Tous risques sérénité;Non
1628317;Ford;Privé;Retraités  (R);6;10;7;Inconnu;1960;Oui;71,00;18,00;16,00;325,33;Tous risques sérénité;Non
1628386;Audi;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;11;6;Marié;1989;Oui;43,00;16,00;13,00;211,60;Tous risques;Non
1629475;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;6;4;Marié;1994;Oui;40,00;14,00;13,00;416,19;Tous risques;Non
1634761;Renault;Privé & Professionnel;Agriculteurs exploitants (AE);5;4;5;Marié;1990;Non;41,00;10,00;6,00;561,47;Tous risques;Non
1638193;Citroën;Privé & trajet travail;Employés (E);6;6;3;Marié;1982;Non;58,00;8,00;11,00;1052,05;Tous risques;Non
1638218;Renault;Privé & Professionnel;Agriculteurs exploitants (AE);9;11;3;Marié;1972;Oui;59,00;5,00;10,00;905,39;Tous risques;Non
1630180;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;6;5;Célibataire;1990;Non;41,00;5,00;5,00;1052,05;Tiers;Non
1635929;Volkswagen;Privé & Professionnel;Professions intermédiaires (PI);4;5;5;Célibataire;1998;Oui;33,00;5,00;7,00;1305,27;Tous risques;Oui
