ID;Age;Sexe; Salaire ;Sexe;Statut;Division;Département;Poste;Ancienneté;Mobilité;HeuresSup;Attrition;Déplacement;Distance lieu de travail;Notation 2017;Grade;Satisfaction;Heures supplémentaires;Nombre employeurs précédents;Ancienneté;Ancienneté compagnie;Ancienneté dans le poste;Dernière augmentation;Manager;Satisfaction lieu de travail;Formation;Equilbre;Notation 2018;Satisfaction équipe
963;37;F; 6 622,00 € ;Homme;Marié;Logiciels;Ventes;Ingénieur d'affaires;7;Rarement;Non;En poste;Travel_Rarely;5;High;4;Medium;Yes;1;33;33;9;0;10;High;2;Better;Excellent;Medium
964;53;M; 4 981,00 € ;Homme;Marié;Digital;R&D;Responsable d'équipe;0;Jamais;Oui;En poste;Travel_Rarely;2;High;2;Low;No;3;11;7;7;1;7;Medium;3;Better;Excellent;Very High
965;39;F; 10 710,50 € ;Homme;Divorcé;Marketing;Ventes;Ingénieur d'affaires;7;Rarement;Oui;En poste;Travel_Rarely;15;High;2;Low;No;1;10;10;8;9;6;High;6;Best;Excellent;Very High
966;34;M; 2 093,50 € ;Femme;Divorcé;Ordinateurs;R&D;Directeur Commercial;0;Rarement;Non;En poste;Travel_Rarely;19;High;1;Very High;No;3;7;3;2;1;2;Very High;6;Good;Excellent;High
967;32;M; 4 731,50 € ;Femme;Marié;Ordinateurs;Ventes;Architecte;8;Jamais;Non;En poste;Travel_Rarely;7;Medium;3;Low;Yes;7;31;10;9;5;9;High;0;Good;Excellent;Very High
968;25;M; 4 698,00 € ;Homme;Marié;Logiciels;R&D;Responsable Qualité;2;Rarement;Non;Démission;Travel_Rarely;1;High;1;Medium;No;3;7;4;2;0;3;Medium;3;Better;Outstanding;High
969;55;M; 10 599,50 € ;Homme;Marié;Logiciels;R&D;Manager;4;Rarement;Oui;Démission;Travel_Frequently;7;Very High;2;Low;No;2;17;15;7;6;13;Low;2;Good;Excellent;Very High
970;32;M; 10 248,50 € ;Homme;Marié;Marketing;Ventes;Ingénieur d'affaires;2;Rarement;Oui;En poste;Travel_Rarely;4;High;3;Very High;No;1;11;10;9;0;8;Very High;2;Better;Excellent;High
971;22;M; 12 220,00 € ;Femme;Marié;Logiciels;R&D;Développeur logiciels;2;Rarement;Non;En poste;Travel_Rarely;11;Very High;1;Very High;No;8;5;1;0;0;0;High;4;Better;Excellent;Medium
972;28;M; 8 196,00 € ;Femme;Marié;Ordinateurs;R&D;Responsable Qualité;5;Jamais;Non;En poste;Travel_Rarely;11;Medium;4;Medium;No;3;29;5;2;0;3;Very High;1;Good;Excellent;Medium
973;27;M; 1 604,00 € ;Homme;Divorcé;Ordinateurs;R&D;Développeur logiciels;3;Rarement;Non;En poste;Non-Travel;1;High;1;Very High;No;1;0;0;0;0;0;Very High;5;Best;Excellent;High
974;26;M; 5 574,00 € ;Homme;Célibataire;Logiciels;Ventes;Ingénieur d'affaires;7;Ponctuellement;Non;En poste;Travel_Rarely;1;Medium;2;Very High;No;0;10;9;7;0;0;Very High;0;Better;Excellent;Medium
975;37;M; 6 823,50 € ;Femme;Divorcé;Ordinateurs;R&D;Responsable d'équipe;6;Ponctuellement;Non;En poste;Travel_Frequently;2;Low;2;Very High;No;3;8;6;2;0;0;Very High;3;Better;Outstanding;Medium
976;42;M; 12 026,00 € ;Homme;Marié;Logiciels;R&D;Responsable Qualité;0;Rarement;Non;En poste;Travel_Rarely;13;Very High;4;High;Yes;6;24;19;7;3;8;Low;2;Good;Excellent;High
977;38;F; 13 042,50 € ;Femme;Célibataire;Ordinateurs;R&D;Directeur Commercial;12;Ponctuellement;Oui;En poste;Travel_Rarely;23;High;4;Medium;Yes;4;33;19;16;15;9;Very High;0;Better;Excellent;Low
978;22;M; 5 011,00 € ;Femme;Marié;Ordinateurs;R&D;Directeur Commercial;2;Rarement;Oui;Démission;Non-Travel;26;Medium;1;High;No;1;5;5;4;0;0;Low;2;Better;Outstanding;High
979;33;F; 10 219,50 € ;Homme;Divorcé;Logiciels;R&D;Responsable Qualité;0;Jamais;Non;En poste;Travel_Rarely;2;Very High;2;High;No;5;15;12;11;11;8;Medium;0;Better;Outstanding;Medium
980;37;M; 6 188,00 € ;Homme;Marié;Marketing;Ventes;Ingénieur d'affaires;2;Rarement;Non;En poste;Travel_Rarely;29;High;2;High;No;4;10;8;7;7;7;Medium;1;Better;Excellent;Low
981;23;M; 13 478,00 € ;Homme;Marié;Marketing;Ventes;Architecte;0;Ponctuellement;Non;Démission;Travel_Frequently;2;Medium;1;Very High;No;7;3;1;0;0;0;High;3;Best;Excellent;High
982;25;M; 2 620,50 € ;Femme;Célibataire;Ordinateurs;R&D;Développeur logiciels;2;Ponctuellement;Non;En poste;Travel_Frequently;18;High;2;High;Yes;0;5;4;2;3;2;Very High;0;Good;Excellent;High
983;44;M; 2 522,00 € ;Homme;Marié;Ordinateurs;R&D;Responsable Qualité;2;Rarement;Oui;En poste;Travel_Frequently;7;Very High;1;High;No;1;4;4;2;0;3;Very High;2;Better;Excellent;Very High
984;44;M; 2 004,50 € ;Femme;Divorcé;Marketing;Ventes;Ingénieur d'affaires;3;Rarement;Oui;En poste;Travel_Rarely;2;High;2;Very High;No;1;14;14;11;4;11;High;2;Best;Excellent;Very High
985;49;M; 7 931,00 € ;Femme;Divorcé;Logiciels;Ressources Humaines;Chargé Responsable division RH;8;Rarement;Oui;En poste;Travel_Rarely;26;Medium;2;Low;No;1;5;5;3;0;4;High;0;Better;Excellent;High
986;42;M; 2 319,00 € ;Homme;Divorcé;Logiciels;Ventes;Ingénieur d'affaires;2;Rarement;Non;En poste;Travel_Rarely;22;High;2;High;Yes;1;10;10;2;6;7;Very High;3;Good;Excellent;Very High
987;27;M; 6 682,00 € ;Homme;Marié;Digital;R&D;Développeur logiciels;1;Rarement;Oui;En poste;Travel_Rarely;21;Medium;2;Very High;Yes;3;8;5;4;1;4;Low;2;Best;Excellent;Very High
988;58;M; 10 812,00 € ;Homme;Marié;Ordinateurs;R&D;Responsable d'Agence;2;Ponctuellement;Oui;En poste;Travel_Frequently;2;High;3;Medium;No;2;14;4;2;3;2;Medium;5;Better;Excellent;Medium
989;50;F; 4 877,50 € ;Femme;Marié;Ordinateurs;R&D;Responsable d'Agence;7;Ponctuellement;Oui;En poste;Travel_Frequently;22;High;2;Very High;Yes;3;12;6;2;3;3;Very High;4;Good;Excellent;Low
990;40;F; 2 030,00 € ;Homme;Marié;Ordinateurs;R&D;Responsable Qualité;0;Rarement;Non;En poste;Travel_Rarely;4;High;1;High;Yes;7;8;6;4;1;3;High;2;Better;Excellent;Very High
991;41;F; 1 335,50 € ;Femme;Célibataire;Digital;R&D;Développeur logiciels;2;Rarement;Oui;En poste;Travel_Frequently;5;High;2;Very High;No;6;8;5;4;1;2;Medium;2;Best;Excellent;Low
992;43;F; 9 597,50 € ;Homme;Célibataire;Ressources Humaines;Ressources Humaines;Chargé Ressources Humaines;0;Rarement;Non;Démission;Travel_Rarely;2;High;2;Medium;Yes;0;4;3;2;1;2;High;3;Good;Excellent;Low
993;33;F; 4 512,50 € ;Femme;Marié;Logiciels;R&D;Responsable Qualité;3;Rarement;Oui;Démission;Non-Travel;25;High;3;High;No;3;13;6;4;0;5;High;2;Better;Outstanding;Medium
994;55;M; 6 619,50 € ;Homme;Divorcé;Marketing;Ventes;Ingénieur d'affaires;4;Rarement;Non;En poste;Travel_Rarely;18;Very High;2;High;No;2;6;3;2;1;2;Low;3;Good;Excellent;Medium
995;41;M; 9 938,50 € ;Homme;Divorcé;Ordinateurs;R&D;Développeur logiciels;0;Rarement;Non;En poste;Travel_Frequently;28;Very High;4;High;Yes;2;24;5;3;0;2;Very High;3;Good;Excellent;Medium
996;47;M; 7 796,00 € ;Femme;Marié;Ressources Humaines;Ressources Humaines;Chargé Ressources Humaines;1;Rarement;Oui;Démission;Travel_Rarely;6;Medium;2;High;Yes;1;20;20;7;1;8;Low;3;Bad;Excellent;Low
997;51;F; 1 519,00 € ;Homme;Divorcé;Digital;Ventes;Manager;4;Rarement;Oui;En poste;Travel_Rarely;10;Medium;2;Very High;Yes;1;6;6;2;4;4;Very High;3;Better;Excellent;Very High
998;47;M; 6 579,50 € ;Homme;Marié;Logiciels;Ventes;Manager;0;Rarement;Non;En poste;Travel_Rarely;17;High;1;High;Yes;1;8;8;2;7;7;Very High;2;Better;Excellent;Very High
999;30;M; 9 910,50 € ;Femme;Marié;Ordinateurs;R&D;Développeur logiciels;7;Rarement;Oui;En poste;Travel_Rarely;2;Medium;1;Very High;No;0;5;4;3;1;1;Low;2;Better;Excellent;Very High
1000;37;M; 3 787,00 € ;Femme;Marié;Ordinateurs;R&D;Manager;2;Rarement;Non;En poste;Travel_Rarely;10;High;4;Low;No;0;21;20;7;0;9;High;5;Better;Excellent;High
1001;20;F; 10 316,50 € ;Homme;Célibataire;Marketing;Ventes;Architecte;2;Rarement;Non;En poste;Travel_Rarely;8;High;1;Low;No;9;12;5;4;0;4;High;2;Bad;Excellent;High
1002;33;F; 10 815,50 € ;Femme;Célibataire;Logiciels;R&D;Responsable Qualité;2;Ponctuellement;Non;Démission;Travel_Rarely;11;High;1;High;No;4;8;3;2;0;2;Low;6;Better;Excellent;Low
1003;59;M; 1 233,00 € ;Homme;Marié;Logiciels;R&D;Manager;0;Rarement;Oui;En poste;Travel_Frequently;18;High;3;Very High;No;2;10;2;2;2;2;High;2;Better;Excellent;High
1004;46;M; 5 105,00 € ;Femme;Célibataire;Marketing;Ventes;Manager;3;Rarement;Oui;Démission;Travel_Rarely;1;High;1;Very High;No;4;7;3;2;0;2;Low;2;Good;Excellent;Medium
1005;33;M; 5 926,00 € ;Femme;Divorcé;Logiciels;R&D;Directeur Commercial;10;Ponctuellement;Non;En poste;Travel_Rarely;7;Very High;1;Low;No;0;8;7;7;0;7;High;2;Better;Excellent;Very High
1006;30;M; 13 231,50 € ;Femme;Marié;Ordinateurs;Ventes;Ingénieur d'affaires;9;Ponctuellement;Oui;En poste;Travel_Rarely;17;Medium;3;Low;No;1;10;10;9;0;9;Medium;3;Good;Excellent;Low
1007;37;M; 12 694,00 € ;Homme;Divorcé;Logiciels;R&D;Responsable Qualité;4;Jamais;Oui;En poste;Travel_Frequently;28;Medium;2;Low;No;3;20;4;3;1;3;Low;2;Better;Outstanding;Low
1008;32;M; 5 564,50 € ;Femme;Célibataire;Logiciels;R&D;Responsable d'équipe;7;Rarement;Non;Démission;Travel_Frequently;14;High;3;Very High;Yes;0;9;8;7;7;7;High;1;Better;Excellent;Low
1009;29;M; 6 012,50 € ;Homme;Marié;Logiciels;Ventes;Ingénieur d'affaires;9;Jamais;Oui;En poste;Travel_Rarely;1;High;4;Very High;No;6;29;20;7;12;7;Very High;3;Good;Excellent;Very High
1010;58;M; 1 135,50 € ;Homme;Célibataire;Ordinateurs;R&D;Directeur Commercial;2;Jamais;Non;En poste;Travel_Rarely;1;High;5;Low;Yes;3;32;9;8;1;5;Very High;3;Better;Outstanding;High
1011;37;M; 3 853,50 € ;Femme;Célibataire;Ordinateurs;R&D;Responsable d'équipe;7;Rarement;Non;En poste;Travel_Rarely;1;Very High;4;Very High;No;2;31;7;7;0;0;Medium;4;Best;Excellent;Very High
1012;31;M; 1 047,00 € ;Homme;Marié;Ordinateurs;R&D;Responsable Qualité;1;Rarement;Oui;Démission;Travel_Rarely;3;High;2;Medium;Yes;3;15;5;4;0;1;Low;3;Better;Excellent;Very High
1013;54;F; 7 760,50 € ;Femme;Marié;Marketing;Ventes;Ingénieur d'affaires;2;Rarement;Oui;En poste;Travel_Frequently;1;Low;1;High;No;1;1;1;0;0;0;Medium;3;Better;Excellent;Medium
1014;57;M; 12 448,50 € ;Femme;Divorcé;Ordinateurs;R&D;Manager;2;Rarement;Non;En poste;Travel_Rarely;7;High;2;Low;No;7;8;3;2;0;2;Very High;3;Better;Excellent;Medium
1015;59;M; 6 853,50 € ;Homme;Marié;Ordinateurs;R&D;Responsable d'Agence;1;Rarement;Non;En poste;Travel_Rarely;8;High;4;Medium;No;3;9;3;2;1;0;Low;3;Best;Excellent;High
1016;30;M; 3 998,50 € ;Homme;Divorcé;Ordinateurs;R&D;Directeur Commercial;0;Rarement;Non;En poste;Travel_Frequently;1;High;1;Low;No;5;10;4;3;1;3;Very High;2;Better;Excellent;High
1017;34;M; 11 420,50 € ;Homme;Marié;Ordinateurs;R&D;Responsable Qualité;2;Rarement;Oui;Démission;Travel_Rarely;8;Medium;1;Medium;No;1;1;1;0;0;0;Low;3;Best;Excellent;High
1018;36;M; 3 888,00 € ;Homme;Célibataire;Electronique;R&D;Directeur Commercial;9;Rarement;Oui;En poste;Travel_Rarely;11;High;1;Low;No;0;6;5;0;1;4;Medium;3;Best;Excellent;Medium
1019;27;F; 9 723,00 € ;Femme;Marié;Logiciels;R&D;Responsable Qualité;3;Rarement;Non;En poste;Travel_Rarely;4;Medium;2;Very High;No;1;10;10;4;1;8;Low;2;Good;Excellent;High
1020;25;F; 9 804,50 € ;Homme;Marié;Logiciels;Ventes;Ingénieur d'affaires;0;Rarement;Non;En poste;Travel_Rarely;16;Medium;2;Low;No;4;11;3;2;0;2;High;3;Good;Excellent;Low
1021;60;M; 2 780,00 € ;Homme;Célibataire;Logiciels;Ventes;Manager;8;Rarement;Non;En poste;Travel_Rarely;1;High;1;Very High;No;7;17;6;5;1;2;Low;2;Good;Excellent;High
1022;44;M; 4 727,50 € ;Homme;Divorcé;Ordinateurs;R&D;Directeur Commercial;4;Rarement;Non;En poste;Travel_Rarely;9;Medium;1;Low;No;3;6;3;2;2;2;Low;2;Better;Excellent;Low
1023;24;M; 1 776,50 € ;Femme;Célibataire;Logiciels;R&D;Responsable Qualité;3;Rarement;Non;En poste;Non-Travel;5;Very High;1;High;No;0;7;6;5;1;3;High;2;Bad;Excellent;Low
1024;26;M; 5 394,50 € ;Homme;Marié;Logiciels;Ventes;Architecte;0;Rarement;Non;En poste;Travel_Rarely;1;High;1;Low;No;2;5;3;2;1;0;Low;3;Best;Outstanding;Very High
1025;34;F; 13 078,50 € ;Femme;Marié;Electronique;R&D;Développeur logiciels;2;Ponctuellement;Oui;Démission;Travel_Rarely;2;High;4;High;No;3;26;20;17;5;6;Low;2;Best;Excellent;Medium
1026;54;F; 4 837,00 € ;Homme;Célibataire;Ordinateurs;Ventes;Ingénieur d'affaires;2;Jamais;Non;En poste;Travel_Rarely;4;High;2;High;Yes;1;5;5;4;0;3;Very High;3;Better;Excellent;High
1027;33;M; 7 565,00 € ;Femme;Marié;Logiciels;Ventes;Ingénieur d'affaires;11;Rarement;Non;En poste;Travel_Rarely;7;High;2;Very High;No;4;7;4;3;0;3;Very High;3;Good;Excellent;High
1028;23;M; 8 947,00 € ;Homme;Marié;Ordinateurs;R&D;Responsable Qualité;2;Rarement;Oui;Démission;Travel_Rarely;1;Medium;1;Medium;No;5;7;5;4;0;2;Very High;2;Good;Excellent;Low
1029;28;M; 1 879,00 € ;Homme;Divorcé;Ressources Humaines;Ressources Humaines;Chargé Ressources Humaines;1;Rarement;Non;En poste;Travel_Rarely;5;Very High;1;High;Yes;2;7;4;2;0;3;Medium;5;Good;Excellent;Low
1030;27;M; 7 081,00 € ;Femme;Marié;Ordinateurs;Ventes;Ingénieur d'affaires;0;Rarement;Non;En poste;Non-Travel;9;High;2;High;No;3;11;8;7;0;7;High;2;Best;Excellent;High
1031;37;F; 5 841,50 € ;Femme;Marié;Digital;Ventes;Ingénieur d'affaires;2;Rarement;Oui;En poste;Travel_Rarely;8;High;3;Very High;No;1;13;13;7;9;9;Low;5;Better;Excellent;Low
1032;23;M; 7 662,00 € ;Femme;Marié;Ordinateurs;Ventes;Ingénieur d'affaires;2;Rarement;Non;En poste;Travel_Rarely;9;High;3;Very High;No;4;28;7;7;4;3;Low;1;Best;Excellent;Low
1033;56;F; 6 659,50 € ;Homme;Marié;Ordinateurs;R&D;Développeur logiciels;3;Ponctuellement;Non;En poste;Non-Travel;2;Medium;1;Low;Yes;2;11;1;0;0;0;Low;2;Best;Outstanding;Medium
1034;25;F; 7 155,50 € ;Homme;Célibataire;Ordinateurs;R&D;Responsable Qualité;5;Rarement;Non;En poste;Travel_Frequently;1;Very High;3;Medium;No;1;10;10;8;4;7;High;2;Better;Excellent;Low
1035;37;M; 6 384,50 € ;Homme;Marié;Marketing;Ventes;Ingénieur d'affaires;7;Rarement;Non;En poste;Travel_Rarely;20;Low;3;Low;Yes;2;24;7;7;0;7;Medium;2;Better;Excellent;Medium
1036;36;M; 9 831,50 € ;Femme;Marié;Ordinateurs;Ventes;Ingénieur d'affaires;8;Rarement;Oui;En poste;Travel_Rarely;8;Very High;1;Medium;No;9;8;3;2;0;2;Very High;3;Better;Excellent;Very High
1037;21;F; 1 269,50 € ;Femme;Célibataire;Ordinateurs;Ventes;Architecte;0;Rarement;Non;Démission;Travel_Frequently;2;High;1;Very High;Yes;6;7;2;2;2;2;Medium;2;Bad;Excellent;High
1038;30;F; 4 169,50 € ;Homme;Marié;Logiciels;Ventes;Ingénieur d'affaires;3;Rarement;Oui;En poste;Travel_Rarely;29;High;3;Very High;Yes;4;10;3;1;1;2;Medium;4;Best;Excellent;Very High
1039;58;F; 6 497,50 € ;Homme;Célibataire;Ordinateurs;R&D;Responsable d'Agence;0;Rarement;Oui;En poste;Travel_Rarely;7;High;2;Low;No;4;15;2;2;2;2;High;3;Better;Excellent;Low
1040;35;F; 11 251,50 € ;Femme;Marié;Ordinateurs;R&D;Directeur Commercial;7;Ponctuellement;Non;En poste;Travel_Rarely;9;High;1;High;No;1;2;2;2;2;2;Low;0;Better;Excellent;Very High
1041;44;F; 1 616,00 € ;Femme;Marié;Ordinateurs;R&D;Responsable Qualité;2;Ponctuellement;Non;En poste;Non-Travel;8;Medium;3;Medium;No;2;16;9;8;4;8;Very High;5;Better;Excellent;High
1042;43;M; 3 776,50 € ;Homme;Marié;Ordinateurs;R&D;Responsable d'équipe;7;Jamais;Non;En poste;Travel_Rarely;5;High;2;Low;No;0;6;5;4;1;3;Very High;4;Better;Excellent;Very High
1043;32;F; 6 694,00 € ;Femme;Célibataire;Logiciels;R&D;Responsable Qualité;1;Jamais;Non;En poste;Non-Travel;5;Medium;1;High;No;3;7;5;2;0;3;High;5;Better;Excellent;Very High
1044;28;F; 3 253,50 € ;Femme;Marié;Logiciels;R&D;Manager;2;Rarement;Non;En poste;Travel_Rarely;2;Very High;4;Medium;No;4;35;9;8;8;8;Very High;2;Good;Excellent;Medium
1045;49;F; 6 922,50 € ;Homme;Marié;Logiciels;Ventes;Ingénieur d'affaires;4;Rarement;Oui;En poste;Travel_Rarely;5;High;2;High;No;2;20;3;2;1;2;Low;0;Good;Excellent;Medium
1046;31;F; 1 331,50 € ;Homme;Divorcé;Electronique;R&D;Directeur Commercial;2;Rarement;Non;En poste;Travel_Rarely;2;High;1;High;No;2;8;3;1;1;2;High;3;Best;Excellent;High
1047;35;F; 4 082,50 € ;Femme;Marié;Logiciels;R&D;Responsable Qualité;2;Rarement;Non;En poste;Travel_Rarely;20;High;1;Medium;No;1;6;5;2;1;3;Very High;3;Good;Excellent;High
1048;46;F; 1 356,50 € ;Homme;Célibataire;Logiciels;R&D;Développeur logiciels;2;Jamais;Oui;Démission;Travel_Frequently;7;High;2;Low;No;0;5;4;3;0;3;Very High;2;Better;Excellent;Low
1049;51;F; 11 074,50 € ;Homme;Célibataire;Ordinateurs;Ventes;Ingénieur d'affaires;7;Rarement;Non;En poste;Travel_Rarely;3;Low;2;Low;No;3;15;13;9;3;12;Very High;2;Better;Excellent;Very High
1050;22;F; 6 943,00 € ;Homme;Marié;Logiciels;R&D;Développeur logiciels;2;Ponctuellement;Non;Démission;Travel_Rarely;16;High;2;High;No;8;4;2;1;2;2;Very High;2;Good;Excellent;High
1051;32;M; 7 165,00 € ;Homme;Divorcé;Electronique;R&D;Développeur logiciels;0;Rarement;Non;En poste;Travel_Frequently;9;High;1;Very High;No;1;12;12;9;5;8;Low;3;Better;Excellent;High
1052;56;M; 10 475,50 € ;Homme;Célibataire;Ordinateurs;R&D;Manager;0;Rarement;Oui;En poste;Travel_Frequently;1;High;2;High;No;7;11;1;0;0;0;Low;4;Good;Excellent;High
1053;32;M; 1 692,50 € ;Homme;Divorcé;Ordinateurs;Ventes;Ingénieur d'affaires;7;Rarement;Oui;En poste;Non-Travel;7;High;1;High;No;1;1;1;0;0;0;High;2;Good;Excellent;Medium
1054;50;M; 2 824,00 € ;Femme;Divorcé;Ordinateurs;R&D;Responsable Qualité;9;Ponctuellement;Non;Démission;Travel_Rarely;1;Very High;2;High;No;0;13;12;9;2;8;Medium;2;Good;Outstanding;Low
1055;50;M; 5 994,00 € ;Homme;Célibataire;Logiciels;R&D;Directeur Commercial;9;Rarement;Oui;En poste;Travel_Rarely;7;High;3;Medium;No;3;29;8;7;0;7;High;3;Better;Excellent;Medium
1056;36;M; 11 321,00 € ;Femme;Célibataire;Electronique;R&D;Développeur logiciels;4;Ponctuellement;Non;Démission;Travel_Frequently;15;High;4;Low;No;7;16;14;8;6;9;Medium;3;Good;Excellent;Very High
1057;35;M; 12 999,50 € ;Femme;Marié;Ordinateurs;Ventes;Ingénieur d'affaires;2;Rarement;Non;En poste;Travel_Frequently;1;High;1;High;No;3;5;3;2;1;2;Low;3;Best;Excellent;Very High
1058;33;F; 8 722,00 € ;Homme;Divorcé;Digital;Ventes;Architecte;2;Rarement;Non;En poste;Travel_Frequently;13;High;2;Medium;No;5;7;5;3;0;0;Low;4;Bad;Excellent;Low
1059;43;M; 3 753,50 € ;Homme;Divorcé;Ordinateurs;R&D;Responsable Qualité;3;Rarement;Oui;En poste;Travel_Rarely;24;Medium;2;Medium;Yes;0;16;15;9;10;10;Low;2;Best;Outstanding;High
1060;30;M; 7 232,00 € ;Femme;Marié;Marketing;Ventes;Ingénieur d'affaires;2;Ponctuellement;Non;En poste;Travel_Rarely;7;High;1;High;No;1;1;1;0;0;0;Very High;3;Better;Excellent;Low
1061;29;F; 2 255,00 € ;Femme;Marié;Ordinateurs;Ressources Humaines;Chargé Ressources Humaines;3;Rarement;Non;En poste;Travel_Frequently;9;High;1;Low;Yes;2;4;0;0;0;0;Medium;2;Good;Excellent;High
1062;39;F; 10 488,00 € ;Homme;Marié;Logiciels;R&D;Responsable d'équipe;2;Rarement;Non;En poste;Non-Travel;13;High;1;Medium;No;1;1;1;0;0;0;Very High;2;Better;Excellent;High
1063;52;F; 12 394,00 € ;Homme;Marié;Digital;R&D;Responsable Qualité;2;Rarement;Non;En poste;Travel_Frequently;2;High;3;High;Yes;5;16;2;2;2;2;Medium;2;Good;Excellent;Medium
1064;50;M; 10 305,50 € ;Homme;Divorcé;Logiciels;R&D;Responsable Qualité;2;Jamais;Oui;En poste;Travel_Rarely;19;Medium;2;High;No;1;10;10;7;0;4;High;3;Better;Excellent;High
1065;44;M; 8 471,00 € ;Homme;Marié;Digital;Ventes;Ingénieur d'affaires;17;Rarement;Non;Démission;Travel_Rarely;1;High;1;High;No;0;6;5;3;1;3;High;3;Best;Outstanding;Low
1066;33;M; 12 647,00 € ;Femme;Marié;Digital;R&D;Responsable Qualité;2;Rarement;Non;Démission;Travel_Rarely;4;High;2;High;Yes;0;4;3;2;1;2;Very High;2;Better;Excellent;Medium
1067;54;M; 5 808,00 € ;Homme;Divorcé;Electronique;R&D;Directeur Commercial;13;Ponctuellement;Non;En poste;Travel_Rarely;4;Medium;1;Medium;No;8;8;5;4;0;2;Low;5;Better;Excellent;Very High
1068;36;M; 12 264,50 € ;Femme;Divorcé;Marketing;Ventes;Ingénieur d'affaires;14;Rarement;Oui;Démission;Travel_Rarely;14;High;2;High;Yes;3;11;5;4;1;2;High;4;Good;Excellent;High
1069;31;M; 11 018,00 € ;Homme;Marié;Marketing;Ventes;Ingénieur d'affaires;1;Rarement;Non;En poste;Travel_Frequently;2;Medium;1;Low;No;7;8;0;0;0;0;High;2;Good;Excellent;High
1070;30;F; 3 925,00 € ;Homme;Marié;Digital;R&D;Développeur logiciels;0;Rarement;Non;En poste;Travel_Rarely;1;Medium;1;High;No;1;1;1;0;0;0;Low;2;Bad;Excellent;Very High
1071;34;F; 8 503,50 € ;Femme;Célibataire;Marketing;Ventes;Ingénieur d'affaires;0;Rarement;Non;En poste;Travel_Frequently;7;High;2;Low;No;0;5;4;2;1;3;High;5;Better;Excellent;Very High
1072;39;M; 9 488,00 € ;Femme;Marié;Ordinateurs;R&D;Développeur logiciels;2;Rarement;Non;Démission;Travel_Rarely;3;Medium;2;Low;No;4;10;3;2;1;2;High;3;Better;Outstanding;Low
1073;57;M; 5 759,00 € ;Homme;Marié;Electronique;R&D;Responsable d'équipe;0;Rarement;Non;En poste;Travel_Frequently;2;High;1;Medium;No;0;4;3;2;0;2;Very High;3;Better;Excellent;High
1074;40;M; 8 100,50 € ;Homme;Marié;Ordinateurs;R&D;Responsable d'équipe;2;Rarement;Non;En poste;Travel_Rarely;29;Low;2;Medium;No;1;8;8;6;1;7;High;2;Good;Excellent;Medium
1075;50;M; 10 663,00 € ;Homme;Marié;Digital;Ventes;Ingénieur d'affaires;8;Rarement;Oui;En poste;Travel_Rarely;8;High;2;High;Yes;2;14;0;0;0;0;Very High;6;Better;Excellent;Low
1076;30;F; 6 951,50 € ;Homme;Marié;Ordinateurs;Ventes;Ingénieur d'affaires;0;Rarement;Non;Démission;Travel_Rarely;10;High;3;Very High;No;2;10;5;2;0;0;High;5;Best;Outstanding;Medium
1077;51;F; 6 283,50 € ;Homme;Célibataire;Ordinateurs;Ventes;Ingénieur d'affaires;9;Ponctuellement;Non;Démission;Travel_Frequently;11;High;4;Very High;No;3;26;14;9;1;12;Medium;2;Better;Outstanding;Low
1078;45;M; 11 265,00 € ;Femme;Divorcé;Ordinateurs;R&D;Directeur Commercial;8;Ponctuellement;Non;En poste;Travel_Rarely;1;Medium;1;Low;No;6;11;9;7;0;7;Low;2;Bad;Excellent;High
1079;29;M; 4 105,00 € ;Homme;Marié;Logiciels;R&D;Responsable Qualité;0;Rarement;Oui;Démission;Travel_Rarely;28;High;4;Low;No;3;24;20;6;14;17;Very High;1;Best;Excellent;High
1080;28;M; 1 608,50 € ;Homme;Célibataire;Logiciels;R&D;Responsable Qualité;8;Rarement;Non;En poste;Travel_Rarely;6;High;3;Medium;No;4;9;2;0;2;2;Medium;3;Better;Excellent;Very High
1081;40;M; 5 451,00 € ;Homme;Marié;Ordinateurs;Ventes;Ingénieur d'affaires;10;Jamais;Oui;En poste;Travel_Rarely;3;High;4;Medium;No;8;23;13;12;5;1;High;2;Best;Excellent;Very High
1082;33;M; 13 305,50 € ;Homme;Marié;Marketing;Ventes;Architecte;4;Rarement;Non;Démission;Travel_Rarely;16;Medium;3;Medium;No;1;11;11;8;3;3;Very High;3;Bad;Excellent;Very High
1083;39;M; 3 894,00 € ;Homme;Marié;Ordinateurs;Ventes;Ingénieur d'affaires;14;Jamais;Non;En poste;Travel_Rarely;20;High;2;High;No;0;5;4;3;1;2;Low;2;Better;Excellent;Medium
1084;33;M; 4 659,50 € ;Homme;Divorcé;Electronique;R&D;Développeur logiciels;3;Rarement;Non;En poste;Travel_Rarely;9;High;1;Low;No;3;15;5;4;1;0;Very High;3;Bad;Excellent;Medium
1085;33;M; 10 218,00 € ;Homme;Marié;Logiciels;Ventes;Ingénieur d'affaires;0;Rarement;Non;En poste;Travel_Rarely;1;Medium;3;High;Yes;1;10;10;9;8;6;Very High;3;Better;Excellent;Very High
1086;34;M; 8 986,00 € ;Homme;Divorcé;Logiciels;R&D;Responsable Qualité;2;Rarement;Oui;En poste;Travel_Frequently;3;High;1;High;No;1;7;7;2;7;7;Very High;2;Bad;Excellent;Low
