ID;Programme de Fid;Age;Classe d'age;Sexe;Annee du premier vol;Nombre de vols par an;Classe du nombre de vols par an;Motif du voyage; Depenses aeroport de depart ; Depenses restauration aeroport ;Classe;Compagnie;Nationalite compagnie;Ville de depart;Pays de depart;Ville de destination;Pays de destination;Heure;Heure de depart;Date du vol;Retard au depart en minutes;Annulation du vol;SATISFACTION;Duree du vol;Distance parcourue en miles;Retard a l'arrivee de + de 30 min;Aeronef;Marque Aeronef
102806;Silver;59,00;50-59;F;2010;13,00;11 a 20;Loisir; 100,00 € ; 80,00 € ;Eco;Northwest Airlines;Australia;New York;USA;Berlin;Germany;00:50:44;0;26/01/2016;0,00;Non;4;12,00;466,00;Non;A350;Airbus
102807;Blue;59,00;50-59;F;2012;27,00;21 a 30;Affaire; -   € ; 60,00 € ;Eco;China Airlines;China;Pekin;China;Nice;France;22:43:37;22;10/01/2016;0,00;Non;5;12,00;23000,00;Non;A380;Airbus
102808;Blue;62,00;60-69;F;2004;14,00;11 a 20;Billet Miles; -   € ; 185,00 € ;Eco;Sky Airlines;USA;Pekin;China;New York;USA;10:43:46;10;11/02/2016;39,00;Non;5;12,00;30000,00;Non;A380;Airbus
102809;Silver;64,00;60-69;F;2008;12,00;11 a 20;Affaire; 20,00 € ; 180,00 € ;Eco Plus;Blue Airlines;China;Los Angeles;USA;Tokyo;Japan;19:44:44;19;25/01/2016;1,00;Non;4;12,00;1091,00;Non;A330;Airbus
102810;Blue;64,00;60-69;F;2010;22,00;21 a 30;Loisir; -   € ; 60,00 € ;Eco;Sky Airlines;USA;Paris;France;Lisbon;Portugal;03:24:41;3;25/02/2016;11,00;Non;4;2,00;1500,00;Non;A330;Airbus
102811;Blue;64,00;60-69;M;2009;18,00;11 a 20;Affaire; 15,00 € ; 125,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;New York;USA;07:41:32;7;17/12/2015;0,00;Non;5;24,00;20000,00;Non;A380;Airbus
102812;Blue;65,00;60-69;F;2003;33,00;31 a 40;Loisir; -   € ; 330,00 € ;Eco;Sky Airlines;USA;Nice;France;Nice;France;05:43:23;5;16/12/2015;0,00;Non;5;1,00;98,00;Non;A380;Airbus
102813;Blue;65,00;60-69;F;2012;29,00;21 a 30;Affaire; 120,00 € ; 40,00 € ;Eco;Sky Airlines;USA;Tokyo;Japan;London;United Kingdom;11:38:58;11;25/01/2016;0,00;Non;4;12,00;550,00;Non;A380;Airbus
102814;Blue;66,00;60-69;M;2003;12,00;11 a 20;Billet Miles; -   € ; 120,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;22:48:59;22;07/01/2016;0,00;Non;4;12,00;817,00;Non;A330;Airbus
102815;Silver;67,00;60-69;F;2007;59,00;51 a 60;Loisir; -   € ; 90,00 € ;Eco;Sky Airlines;USA;Pekin;China;Nice;France;18:51:19;18;21/12/2015;18,00;Non;5;12,00;23000,00;Non;A380;Airbus
102816;Blue;69,00;60-69;F;2011;53,00;51 a 60;Loisir; -   € ; 60,00 € ;Eco;Sky Airlines;USA;Bruxelles;Belgium;London;United Kingdom;06:21:30;6;17/02/2016;0,00;Non;2;2,00;600,00;Non;A330;Airbus
102817;Silver;70,00;70-79;M;2004;37,00;31 a 40;Loisir; 125,00 € ; 165,00 € ;Eco;Northwest Airlines;Australia;Los Angeles;USA;Tokyo;Japan;16:09:54;16;07/02/2016;0,00;Non;4;12,00;372,00;Non;A330;Airbus
102818;Blue;72,00;70-79;F;2006;21,00;11 a 20;Loisir; -   € ; 90,00 € ;Eco Plus;Sky Airlines;USA;Sydney;Australia;London;United Kingdom;07:46:12;7;18/12/2015;0,00;Non;4;17,00;11000,00;Non;A380;Airbus
102819;Blue;74,00;70-79;F;2011;12,00;11 a 20;Loisir; -   € ; 10,00 € ;Eco;Northwest Airlines;Australia;Los Angeles;USA;Tokyo;Japan;05:04:33;5;17/12/2015;0,00;Non;4;12,00;455,00;Non;A330;Airbus
102820;Silver;79,00;70-79;F;2004;22,00;21 a 30;Loisir; 155,00 € ; 165,00 € ;Eco;OnlyJets Airlines;Australia;New York;USA;Paris;France;18:57:15;18;17/01/2016;0,00;Oui;1;1,00;266,00;Non;A330;Airbus
102821;Blue;80,00;80+;F;2003;27,00;21 a 30;Billet Miles; -   € ; 15,00 € ;Eco;Sky Airlines;USA;Pekin;China;London;United Kingdom;15:51:26;15;31/01/2016;0,00;Non;5;12,00;21000,00;Non;A380;Airbus
102822;Blue;80,00;80+;M;2004;41,00;41 a 50;Loisir; -   € ; 155,00 € ;Eco;Sky Airlines;USA;Pekin;China;New York;USA;20:53:05;20;14/01/2016;44,00;Non;5;12,00;30000,00;Non;A380;Airbus
102823;Blue;85,00;80+;F;2008;51,00;51 a 60;Loisir; -   € ; 90,00 € ;Eco;Sky Airlines;USA;Paris;France;Lisbon;Portugal;03:58:19;3;21/03/2016;54,00;Non;4;3,00;1500,00;Non;A330;Airbus
102824;Blue;16,00;0-19;F;2008;11,00;1 a 10;Loisir; 178,00 € ; 45,00 € ;Eco;OnlyJets Airlines;Australia;Madrid;Spain;Paris;France;03:05:10;3;12/03/2016;0,00;Oui;1;1,00;2381,00;Non;A330;Airbus
102825;Blue;17,00;0-19;M;2005;21,00;21 a 30;Affaire; -   € ; 50,00 € ;Eco;Northwest Airlines;Australia;London;United Kingdom;Paris;France;16:28:20;16;12/03/2016;0,00;Non;4;12,00;558,00;Non;A330;Airbus
102826;Silver;23,00;20-29;F;2005;14,00;11 a 20;Affaire; 2,00 € ; 20,00 € ;Eco;Sky Airlines;USA;Pekin;China;Nice;France;09:14:51;9;14/02/2016;0,00;Non;5;12,00;23000,00;Non;A380;Airbus
102827;Blue;24,00;20-29;M;2008;32,00;31 a 40;Affaire; -   € ; 60,00 € ;Eco;Sky Airlines;USA;Bruxelles;Belgium;Paris;France;08:59:22;8;30/12/2015;0,00;Non;5;1,50;120,00;Non;A350;Airbus
102828;Blue;24,00;20-29;F;2012;34,00;31 a 40;Affaire; -   € ; 60,00 € ;Eco;Cool Airlines;United Kingdom;Pekin;China;New York;USA;23:43:48;23;11/02/2016;0,00;Non;4;17,00;30000,00;Non;A380;Airbus
102829;Silver;27,00;20-29;F;2010;5,00;1 a 10;Loisir; 130,00 € ; 75,00 € ;Eco;Blue Airlines;China;Tokyo;Japan;Paris;France;09:34:23;9;12/02/2016;9,00;Non;4;12,00;846,00;Non;A330;Airbus
102830;Blue;28,00;20-29;F;2008;8,00;1 a 10;Affaire; -   € ; 45,00 € ;Business;Sky Airlines;USA;Roma;Italy;Paris;France;09:06:27;9;06/02/2016;29,00;Non;1;12,00;216,00;Oui;A330;Airbus
102831;Silver;28,00;20-29;M;2006;12,00;11 a 20;Affaire; -   € ; 75,00 € ;Eco;Sky Airlines;USA;Nice;France;London;United Kingdom;19:42:46;19;26/12/2015;37,00;Non;5;2,00;1000,00;Non;A380;Airbus
102832;Blue;28,00;20-29;M;2011;1,00;0;Affaire; -   € ; 30,00 € ;Eco;Sky Airlines;USA;Paris;France;Lisbon;Portugal;00:32:47;0;15/02/2016;0,00;Non;4;2,00;1000,00;Non;A330;Airbus
102833;Blue;28,00;20-29;M;2012;17,00;11 a 20;Affaire; -   € ; 100,00 € ;Eco;Sky Airlines;USA;Pekin;China;Paris;France;02:29:08;2;22/01/2016;0,00;Non;5;17,00;23000,00;Non;A380;Airbus
102834;Platinum;28,00;20-29;F;2008;12,00;11 a 20;Affaire; 10,00 € ; 30,00 € ;Eco;Sky Airlines;USA;Pekin;China;Nice;France;10:32:25;10;13/03/2016;55,00;Non;5;12,00;23000,00;Non;A380;Airbus
102835;Blue;28,00;20-29;F;2003;22,00;21 a 30;Affaire; -   € ; 60,00 € ;Eco Plus;Sky Airlines;USA;Pekin;China;New York;USA;22:38:34;22;01/03/2016;8,00;Non;5;12,00;30000,00;Non;A380;Airbus
102836;Silver;30,00;30-39;F;2003;3,00;1 a 10;Affaire; 20,00 € ; 95,00 € ;Eco;OnlyJets Airlines;Australia;New York;USA;London;United Kingdom;15:57:40;15;21/01/2016;11,00;Non;4;12,00;1097,00;Non;A330;Airbus
102837;Silver;33,00;30-39;M;2004;38,00;31 a 40;Affaire; -   € ; 20,00 € ;Eco;Sky Airlines;USA;Geneve;Switzerland;London;United Kingdom;13:57:10;13;14/12/2015;0,00;Non;5;3,00;2000,00;Non;A380;Airbus
102838;Gold;33,00;30-39;F;2010;18,00;11 a 20;Loisir; 110,00 € ; 50,00 € ;Eco;Cloud Airlines;France;Lisbon;Portugal;Nice;France;05:19:06;5;15/02/2016;1,00;Non;2;17,00;2345,00;Oui;A330;Airbus
102839;Blue;34,00;30-39;M;2004;35,00;31 a 40;Affaire; -   € ; 165,00 € ;Business;Northwest Airlines;Australia;New York;USA;Berlin;Germany;23:05:06;23;02/03/2016;2,00;Non;4;12,00;546,00;Non;A330;Airbus
102840;Blue;35,00;30-39;M;2006;15,00;11 a 20;Affaire; 30,00 € ; 40,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;Paris;France;19:52:21;19;16/02/2016;0,00;Non;4;12,00;11000,00;Non;A380;Airbus
102841;Silver;36,00;30-39;F;2009;5,00;1 a 10;Affaire; -   € ; 20,00 € ;Eco;Sky Airlines;USA;Pekin;China;New York;USA;22:57:00;22;30/01/2016;2,00;Non;5;17,00;30000,00;Non;A380;Airbus
102842;Gold;37,00;30-39;M;2009;18,00;11 a 20;Affaire; 85,00 € ; 105,00 € ;Eco;China Airlines;China;Pekin;China;New York;USA;15:48:25;15;26/12/2015;0,00;Non;5;12,00;30000,00;Non;A380;Airbus
102843;Platinum;38,00;30-39;M;2006;9,00;1 a 10;Affaire; -   € ; 80,00 € ;Eco;Cloud Airlines;France;Nice;France;Beijing;China;05:20:08;5;17/01/2016;30,00;Non;2;15,00;12000,00;Oui;A330;Airbus
102844;Platinum;38,00;30-39;M;2009;12,00;11 a 20;Affaire; -   € ; 180,00 € ;Eco;Sky Airlines;USA;Pekin;China;New York;USA;21:40:48;21;16/03/2016;0,00;Non;5;12,00;30000,00;Non;A380;Airbus
102845;Blue;38,00;30-39;F;2005;29,00;21 a 30;Loisir; -   € ; 55,00 € ;Eco;Sky Airlines;USA;Pekin;China;New York;USA;14:45:07;14;10/02/2016;0,00;Non;4;12,00;30000,00;Non;A380;Airbus
102846;Platinum;39,00;30-39;F;2012;13,00;11 a 20;Affaire; 20,00 € ; 165,00 € ;Business;Sky Airlines;USA;Pekin;China;London;United Kingdom;05:45:42;5;08/02/2016;0,00;Non;4;17,00;21000,00;Non;A380;Airbus
102847;Blue;39,00;30-39;F;2004;24,00;21 a 30;Loisir; 70,00 € ; 60,00 € ;Eco;Sky Airlines;USA;Pekin;China;Madrid;Spain;18:26:25;18;26/02/2016;0,00;Non;5;12,00;21000,00;Non;A380;Airbus
102848;Blue;41,00;40-49;M;2007;43,00;41 a 50;Affaire; -   € ; 50,00 € ;Eco;China Airlines;China;Pekin;China;New York;USA;09:23:48;9;28/02/2016;51,00;Non;5;12,00;30000,00;Non;A380;Airbus
102849;Blue;42,00;40-49;F;2012;15,00;11 a 20;Affaire; -   € ; 50,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;Paris;France;18:33:45;18;01/01/2016;0,00;Non;4;12,00;11000,00;Non;A380;Airbus
102850;Silver;47,00;40-49;F;2009;22,00;21 a 30;Affaire; 180,00 € ; 150,00 € ;Eco;Sky Airlines;USA;Nice;France;Nice;France;10:50:44;10;02/03/2016;0,00;Non;5;1,00;98,00;Non;A380;Airbus
102851;Gold;48,00;40-49;M;2005;5,00;1 a 10;Affaire; -   € ; 20,00 € ;Eco;Sky Airlines;USA;Pekin;China;Madrid;Spain;18:26:37;18;01/03/2016;0,00;Non;5;12,00;21000,00;Non;A380;Airbus
102852;Blue;51,00;50-59;F;2011;23,00;21 a 30;Billet Miles; 2,00 € ; 30,00 € ;Eco;Northwest Airlines;Australia;Los Angeles;USA;Tokyo;Japan;02:38:49;2;24/02/2016;0,00;Non;4;12,00;373,00;Non;A330;Airbus
102853;Silver;51,00;50-59;F;2006;16,00;11 a 20;Affaire; -   € ; 115,00 € ;Eco;Blue Airlines;China;Los Angeles;USA;Tokyo;Japan;04:54:51;4;25/12/2015;112,00;Non;4;17,00;1585,00;Non;A330;Airbus
102854;Gold;52,00;50-59;M;2003;1,00;0;Affaire; 60,00 € ; 120,00 € ;Eco;Northwest Airlines;Australia;Los Angeles;USA;London;United Kingdom;08:18:12;8;22/01/2016;117,00;Non;4;12,00;86,00;Non;A330;Airbus
102855;Blue;52,00;50-59;F;2003;4,00;1 a 10;Affaire; 36,00 € ; 45,00 € ;Eco;China Airlines;China;Bruxelles;Belgium;New York;USA;10:00:47;10;29/02/2016;0,00;Non;5;10,00;10000,00;Non;A380;Airbus
102856;Silver;52,00;50-59;M;2010;31,00;21 a 30;Affaire; -   € ; 30,00 € ;Eco;Sky Airlines;USA;Pekin;China;London;United Kingdom;04:36:30;4;09/03/2016;86,00;Non;4;12,00;21000,00;Non;A380;Airbus
102857;Blue;53,00;50-59;M;2004;23,00;21 a 30;Affaire; -   € ; 110,00 € ;Eco;Cloud Airlines;France;Nice;France;Beijing;China;07:53:44;7;05/02/2016;38,00;Non;2;15,00;12000,00;Oui;A330;Airbus
102858;Blue;53,00;50-59;F;2008;11,00;11 a 20;Affaire; 115,00 € ; 110,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;New York;USA;03:48:31;3;15/02/2016;0,00;Non;5;24,00;20000,00;Non;A380;Airbus
102859;Blue;53,00;50-59;M;2003;34,00;31 a 40;Affaire; 15,00 € ; 30,00 € ;Eco;China Airlines;China;Pekin;China;Nice;France;23:21:30;23;06/02/2016;0,00;Non;5;12,00;23000,00;Non;A380;Airbus
102860;Silver;55,00;50-59;M;2011;6,00;1 a 10;Affaire; 55,00 € ; 60,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;05:04:26;5;29/01/2016;0,00;Non;4;12,00;229,00;Non;A330;Airbus
102861;Blue;55,00;50-59;M;2006;4,00;1 a 10;Affaire; 10,00 € ; 70,00 € ;Eco;Blue Airlines;China;Tokyo;Japan;Paris;France;21:46:47;21;04/03/2016;0,00;Non;4;12,00;853,00;Non;A330;Airbus
102862;Blue;56,00;50-59;M;2005;16,00;11 a 20;Loisir; -   € ; 10,00 € ;Eco;Cloud Airlines;France;Nice;France;Paris;France;05:44:26;5;06/02/2016;0,00;Non;4;1,00;98,00;Non;A330;Airbus
102863;Silver;57,00;50-59;M;2008;2,00;1 a 10;Affaire; 20,00 € ; 90,00 € ;Eco Plus;Sky Airlines;USA;Paris;France;Lisbon;Portugal;03:36:09;3;19/03/2016;45,00;Non;4;2,00;1500,00;Non;A330;Airbus
102864;Blue;60,00;60-69;F;2003;6,00;1 a 10;Affaire; -   € ; 30,00 € ;Eco;Cloud Airlines;France;Montreal;Canada;Lyon;France;01:18:54;1;05/02/2016;0,00;Non;5;10,00;11000,00;Non;A320;Airbus
102865;Blue;61,00;60-69;M;2005;43,00;41 a 50;Loisir; -   € ; 60,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;Paris;France;23:54:28;23;25/02/2016;0,00;Non;4;12,00;10000,00;Non;A380;Airbus
102866;Silver;63,00;60-69;F;2009;28,00;21 a 30;Loisir; 120,00 € ; 125,00 € ;Eco;China Airlines;China;Pekin;China;Nice;France;22:33:37;22;09/02/2016;0,00;Non;5;12,00;23000,00;Non;A380;Airbus
102867;Blue;65,00;60-69;M;2010;8,00;1 a 10;Billet Miles; -   € ; 50,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;London;United Kingdom;00:27:42;0;24/02/2016;0,00;Non;4;12,00;11000,00;Non;A380;Airbus
102868;Platinum;66,00;60-69;M;2012;29,00;21 a 30;Affaire; 90,00 € ; 120,00 € ;Eco Plus;Cloud Airlines;France;Paris;France;Lyon;France;07:45:29;7;17/12/2015;33,00;Non;5;1,00;98,00;Non;A320;Airbus
102869;Blue;66,00;60-69;M;2007;22,00;21 a 30;Loisir; -   € ; 50,00 € ;Eco;Cloud Airlines;France;Paris;France;Roma;Italy;09:37:31;9;01/01/2016;0,00;Non;4;2,00;1500,00;Non;A330;Airbus
102870;Gold;67,00;60-69;F;2005;17,00;11 a 20;Affaire; 70,00 € ; 35,00 € ;Eco;Sky Airlines;USA;Pekin;China;New York;USA;16:39:17;16;15/12/2015;1,00;Non;4;12,00;30000,00;Non;A380;Airbus
102871;Silver;68,00;60-69;F;2003;32,00;31 a 40;Affaire; -   € ; -   € ;Eco Plus;Sky Airlines;USA;Pekin;China;Nice;France;19:20:41;19;19/01/2016;16,00;Non;5;12,00;23000,00;Non;A380;Airbus
102872;Blue;72,00;70-79;M;2012;27,00;21 a 30;Affaire; -   € ; 100,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;Nice;France;23:23:14;23;03/02/2016;1,00;Non;5;12,00;10000,00;Non;A380;Airbus
102873;Blue;74,00;70-79;F;2009;29,00;21 a 30;Loisir; 60,00 € ; 40,00 € ;Eco;Sky Airlines;USA;Pekin;China;London;United Kingdom;15:05:23;15;19/03/2016;0,00;Non;5;12,00;21000,00;Non;A380;Airbus
102874;Blue;76,00;70-79;F;2005;28,00;21 a 30;Affaire; -   € ; 95,00 € ;Eco Plus;Sky Airlines;USA;Sydney;Australia;Paris;France;18:48:49;18;28/02/2016;0,00;Non;4;12,00;10000,00;Non;A380;Airbus
102875;Gold;80,00;80+;M;2005;34,00;31 a 40;Loisir; -   € ; 60,00 € ;Eco;OnlyJets Airlines;Australia;New York;USA;Paris;France;18:29:51;18;06/02/2016;4,00;Non;4;17,00;1674,00;Non;A330;Airbus
102876;Blue;80,00;80+;F;2006;26,00;21 a 30;Loisir; 60,00 € ; 30,00 € ;Eco;Cloud Airlines;France;Lisbon;Portugal;Nice;France;03:10:48;3;01/03/2016;0,00;Non;2;17,00;2378,00;Oui;A330;Airbus
102877;Blue;16,00;0-19;M;2007;23,00;21 a 30;Loisir; -   € ; 105,00 € ;Eco;Sky Airlines;USA;Paris;France;Lisbon;Portugal;03:05:25;3;19/03/2016;0,00;Non;4;2,00;1000,00;Non;A330;Airbus
102878;Blue;17,00;0-19;M;2006;7,00;1 a 10;Billet Miles; 5,00 € ; 70,00 € ;Eco;China Airlines;China;Pekin;China;New York;USA;10:03:46;10;26/01/2016;0,00;Non;5;17,00;30000,00;Non;A380;Airbus
102879;Blue;20,00;20-29;M;2010;35,00;31 a 40;Billet Miles; -   € ; 50,00 € ;Eco;Northwest Airlines;Australia;Lisbon;Portugal;Berlin;Germany;23:50:31;23;22/01/2016;11,00;Non;4;12,00;67,00;Non;A330;Airbus
102880;Blue;20,00;20-29;M;2012;31,00;21 a 30;Affaire; 7,00 € ; 15,00 € ;Eco;Cloud Airlines;France;Paris;France;Roma;Italy;05:12:43;5;05/02/2016;0,00;Non;4;2,00;1000,00;Non;A330;Airbus
102881;Silver;22,00;20-29;M;2006;15,00;11 a 20;Affaire; -   € ; 165,00 € ;Eco;Sky Airlines;USA;Pekin;China;London;United Kingdom;05:58:38;5;29/01/2016;0,00;Non;4;12,00;21000,00;Non;A380;Airbus
102882;Blue;27,00;20-29;M;2003;15,00;11 a 20;Affaire; -   € ; 45,00 € ;Eco Plus;Sky Airlines;USA;Roma;Italy;Paris;France;03:19:24;3;26/01/2016;0,00;Non;4;12,00;308,00;Non;A330;Airbus
102883;Blue;27,00;20-29;F;2004;11,00;11 a 20;Affaire; 15,00 € ; 20,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;05:16:45;5;11/01/2016;0,00;Non;4;12,00;468,00;Oui;A330;Airbus
102884;Gold;28,00;20-29;F;2010;28,00;21 a 30;Affaire; -   € ; 40,00 € ;Eco;Northwest Airlines;Australia;New York;USA;Paris;France;11:30:06;11;13/02/2016;11,00;Non;4;12,00;116,00;Non;A330;Airbus
102885;Silver;30,00;30-39;F;2010;14,00;11 a 20;Affaire; 30,00 € ; 215,00 € ;Eco;Cloud Airlines;France;Paris;France;Lisbon;Portugal;19:14:32;19;15/03/2016;0,00;Non;4;2,00;1000,00;Non;A330;Airbus
102886;Blue;31,00;30-39;M;2009;18,00;11 a 20;Affaire; -   € ; 35,00 € ;Eco;Sky Airlines;USA;Tokyo;Japan;London;United Kingdom;10:24:13;10;01/02/2016;0,00;Non;4;12,00;175,00;Non;A330;Airbus
102887;Silver;31,00;30-39;M;2003;4,00;1 a 10;Affaire; -   € ; 70,00 € ;Eco;Sky Airlines;USA;Tokyo;Japan;Geneve;Switzerland;14:24:25;14;09/01/2016;0,00;Non;4;12,00;918,00;Non;B747;Boeing
102888;Silver;32,00;30-39;M;2008;35,00;31 a 40;Affaire; -   € ; 45,00 € ;Eco;Sky Airlines;USA;Pekin;China;Madrid;Spain;08:46:28;8;16/12/2015;1,00;Non;5;12,00;21000,00;Non;A380;Airbus
102889;Blue;33,00;30-39;M;2003;36,00;31 a 40;Affaire; 240,00 € ; -   € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;09:20:08;9;17/03/2016;20,00;Non;4;12,00;771,00;Non;A330;Airbus
102890;Silver;33,00;30-39;M;2009;16,00;11 a 20;Affaire; -   € ; 75,00 € ;Eco;Sky Airlines;USA;Madrid;Spain;Paris;France;13:31:40;13;19/12/2015;0,00;Non;4;12,00;1084,00;Non;A380;Airbus
102891;Blue;36,00;30-39;M;2012;44,00;41 a 50;Affaire; 20,00 € ; 20,00 € ;Eco;Sky Airlines;USA;Nice;France;Paris;France;21:27:36;21;29/01/2016;21,00;Non;5;1,00;408,00;Non;A380;Airbus
102892;Blue;37,00;30-39;F;2005;9,00;1 a 10;Affaire; 195,00 € ; 95,00 € ;Eco;Northwest Airlines;Australia;Los Angeles;USA;London;United Kingdom;15:54:58;15;31/01/2016;8,00;Non;4;12,00;373,00;Non;A330;Airbus
102893;Silver;38,00;30-39;M;2007;22,00;21 a 30;Affaire; -   € ; 60,00 € ;Eco;Blue Airlines;China;Los Angeles;USA;Tokyo;Japan;07:45:09;7;27/01/2016;0,00;Non;4;12,00;305,00;Non;A330;Airbus
102894;Blue;38,00;30-39;F;2004;4,00;1 a 10;Affaire; 28,00 € ; 30,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;New York;USA;01:08:57;1;27/02/2016;0,00;Non;5;24,00;20000,00;Non;A380;Airbus
102895;Blue;39,00;30-39;F;2007;12,00;11 a 20;Affaire; 90,00 € ; 55,00 € ;Eco;China Airlines;China;Pekin;China;Nice;France;19:36:48;19;20/01/2016;0,00;Non;5;12,00;23000,00;Non;A380;Airbus
102896;Blue;40,00;40-49;M;2006;14,00;11 a 20;Affaire; -   € ; 25,00 € ;Eco;Cloud Airlines;France;Roma;Italy;Paris;France;15:03:53;15;15/03/2016;0,00;Non;4;12,00;604,00;Non;A330;Airbus
102897;Silver;40,00;40-49;F;2003;16,00;11 a 20;Loisir; 90,00 € ; 80,00 € ;Eco;Northwest Airlines;Australia;Nantes;France;Lisbon;Portugal;10:50:55;10;25/12/2015;87,00;Non;4;2,00;1000,00;Non;A330;Airbus
102898;Blue;41,00;40-49;M;2005;16,00;11 a 20;Affaire; -   € ; 165,00 € ;Eco;Sky Airlines;USA;Nice;France;Paris;France;15:13:13;15;11/03/2016;12,00;Non;5;1,00;98,00;Non;A380;Airbus
102899;Platinum;41,00;40-49;F;2012;21,00;21 a 30;Affaire; -   € ; 120,00 € ;Business;Sky Airlines;USA;Roma;Italy;Paris;France;05:29:27;5;14/12/2015;12,00;Non;4;12,00;430,00;Oui;A330;Airbus
102900;Silver;41,00;40-49;F;2010;8,00;1 a 10;Loisir; 120,00 € ; 20,00 € ;Eco;Sky Airlines;USA;Paris;France;Sydney;Australia;11:27:07;11;27/02/2016;0,00;Non;4;24,00;30000,00;Non;A330;Airbus
102901;Blue;42,00;40-49;F;2009;31,00;31 a 40;Affaire; 65,00 € ; 20,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;Nice;France;14:01:35;14;14/02/2016;0,00;Non;5;17,00;11000,00;Non;A380;Airbus
102902;Blue;44,00;40-49;M;2012;19,00;11 a 20;Affaire; 5,00 € ; 45,00 € ;Eco;Blue Airlines;China;Los Angeles;USA;Tokyo;Japan;16:25:54;16;19/02/2016;0,00;Non;4;17,00;1190,00;Non;A330;Airbus
102903;Blue;44,00;40-49;F;2005;87,00;81 a 90;Loisir; -   € ; -   € ;Eco;Sky Airlines;USA;Sydney;Australia;Nice;France;07:02:02;7;01/01/2016;0,00;Non;5;12,00;11000,00;Non;A380;Airbus
102904;Blue;45,00;40-49;M;2011;15,00;11 a 20;Affaire; 30,00 € ; -   € ;Eco;Northwest Airlines;Australia;Lisbon;Portugal;Berlin;Germany;08:39:48;8;21/12/2015;0,00;Non;4;12,00;1118,00;Non;A330;Airbus
102905;Blue;47,00;40-49;F;2003;55,00;51 a 60;Loisir; 20,00 € ; -   € ;Eco;Cheap Sky;France;New York;USA;Paris;France;08:53:40;8;07/01/2016;0,00;Non;1;22,00;101,00;Non;A330;Airbus
102906;Blue;47,00;40-49;M;2007;11,00;1 a 10;Affaire; 120,00 € ; 110,00 € ;Eco;China Airlines;China;Montreal;Canada;New York;USA;15:01:28;15;12/02/2016;0,00;Non;5;6,00;3000,00;Non;A380;Airbus
102907;Blue;49,00;40-49;M;2003;18,00;11 a 20;Affaire; 1,00 € ; 60,00 € ;Eco Plus;Sky Airlines;USA;Pekin;China;London;United Kingdom;00:02:38;0;13/12/2015;0,00;Non;4;18,00;21000,00;Non;A380;Airbus
102908;Blue;50,00;50-59;F;2008;1,00;1 a 10;Affaire; -   € ; 15,00 € ;Eco;Northwest Airlines;Australia;New York;USA;Berlin;Germany;12:51:37;12;18/01/2016;0,00;Non;4;12,00;236,00;Non;A330;Airbus
102909;Blue;50,00;50-59;M;2010;41,00;41 a 50;Affaire; 35,00 € ; 30,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;New York;USA;06:35:51;6;07/02/2016;0,00;Non;5;24,00;20000,00;Non;A380;Airbus
102910;Silver;50,00;50-59;F;2006;8,00;1 a 10;Affaire; -   € ; 50,00 € ;Business;Sky Airlines;USA;Paris;France;Sydney;Australia;12:01:35;12;30/12/2015;94,00;Non;4;24,00;30000,00;Non;A330;Airbus
102911;Blue;52,00;50-59;M;2012;18,00;11 a 20;Affaire; 125,00 € ; -   € ;Eco;Sky Airlines;USA;Nice;France;Paris;France;01:30:19;1;26/12/2015;23,00;Non;5;1,00;98,00;Non;A380;Airbus
102912;Gold;53,00;50-59;F;2005;21,00;21 a 30;Affaire; 80,00 € ; 30,00 € ;Eco;Sky Airlines;USA;Pekin;China;Paris;France;14:57:18;14;03/01/2016;0,00;Non;4;17,00;23000,00;Non;A380;Airbus
102913;Blue;54,00;50-59;F;2011;28,00;21 a 30;Affaire; 120,00 € ; 60,00 € ;Eco Plus;Northwest Airlines;Australia;Los Angeles;USA;Tokyo;Japan;06:14:46;6;29/01/2016;0,00;Non;4;12,00;262,00;Non;A330;Airbus
102914;Blue;54,00;50-59;F;2006;8,00;1 a 10;Affaire; -   € ; 120,00 € ;Eco;China Airlines;China;Pekin;China;New York;USA;23:46:04;23;28/01/2016;0,00;Oui;1;1,00;30000,00;Oui;A380;Airbus
102915;Gold;55,00;50-59;M;2003;35,00;31 a 40;Loisir; 120,00 € ; 160,00 € ;Eco;Northwest Airlines;Australia;Paris;France;Berlin;Germany;08:51:12;8;10/01/2016;0,00;Non;4;2,00;1500,00;Non;A330;Airbus
102916;Blue;56,00;50-59;F;2003;43,00;41 a 50;Affaire; 30,00 € ; 30,00 € ;Business;Sky Airlines;USA;Pekin;China;London;United Kingdom;07:21:41;7;03/01/2016;0,00;Non;1;12,00;21000,00;Non;A380;Airbus
